itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_maricopa_county,region_north_east,region_pima_county,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,7%,8%,7%,5%,8%,10%,7%,8%,7%,0%,4%,9%,6%,10%,0%,6%,8%,3%,14%,2%,11%,2%,9%,9%,6%,6%,12%,5%,5%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,237,124,112,48,47,82,51,143,59,33,100,136,70,73,29,62,152,34,24,27,96,87,54,107,109,21,85,92,25,35
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,47%,52%,17%,22%,30%,26%,61%,25%,13%,36%,64%,25%,35%,10%,28%,64%,15%,10%,11%,41%,37%,22%,45%,48%,7%,36%,41%,10%,14%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Israel,45%,55%,36%,27%,35%,52%,56%,53%,33%,29%,44%,45%,52%,53%,25%,34%,43%,35%,49%,63%,39%,49%,50%,24%,67%,28%,23%,71%,33%,26%
How satisfied are you with the way things are going in your life these days?,Palestinians,21%,16%,24%,46%,22%,10%,17%,17%,29%,25%,22%,20%,19%,15%,29%,27%,20%,22%,27%,13%,27%,18%,15%,34%,8%,22%,34%,5%,35%,26%
How satisfied are you with the way things are going in your life these days?,[VOL] Both equally (Includes neither),16%,17%,14%,7%,20%,21%,10%,14%,16%,23%,20%,13%,15%,14%,34%,12%,19%,14%,8%,8%,18%,17%,9%,21%,10%,23%,23%,10%,6%,23%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,19%,12%,25%,20%,23%,17%,16%,16%,23%,24%,14%,21%,14%,18%,12%,27%,18%,29%,16%,16%,16%,16%,27%,21%,15%,27%,20%,14%,26%,25%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,[VOL] Fox News,12%,13%,11%,6%,13%,13%,16%,15%,6%,7%,12%,12%,17%,14%,2%,8%,8%,19%,15%,20%,9%,13%,16%,2%,22%,3%,1%,24%,3%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] CNN,6%,5%,7%,5%,7%,8%,5%,5%,5%,14%,8%,6%,7%,4%,8%,8%,8%,2%,4%,6%,6%,8%,3%,9%,3%,9%,10%,3%,10%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] MSNBC,5%,3%,7%,3%,<1%,3%,13%,6%,2%,5%,4%,6%,6%,7%,1%,4%,6%,1%,4%,5%,3%,9%,4%,10%,<1%,6%,12%,1%,3%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Public Radio/NPR/PBS,2%,4%,<1%,4%,3%,2%,2%,4%,0%,<1%,5%,<1%,7%,2%,1%,0%,2%,<1%,7%,3%,3%,3%,<1%,6%,<.5%,0%,6%,0%,5%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Talk radio/conservative personality,1%,3%,<.5%,1%,3%,1%,<1%,1%,2%,1%,2%,1%,<1%,2%,5%,<1%,2%,<1%,0%,1%,2%,1%,1%,0%,3%,0%,0%,3%,2%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] National television networks, like CBS, NBC or ABC",10%,11%,10%,7%,6%,10%,17%,10%,15%,6%,8%,12%,7%,11%,7%,12%,11%,7%,14%,4%,10%,11%,10%,17%,5%,10%,18%,5%,11%,8%
How satisfied are you with the way things are going in your life these days?,"[VOL] Local broadcast news (includes non-talk, non-public local radio)",5%,4%,5%,<1%,3%,7%,5%,5%,8%,0%,5%,4%,6%,4%,2%,5%,6%,5%,4%,0%,6%,5%,2%,5%,4%,7%,6%,3%,<1%,7%
How satisfied are you with the way things are going in your life these days?,"[VOL] National print or online news organizations, like The New York Times or The Wall Street Journal",5%,6%,4%,6%,3%,4%,6%,5%,3%,6%,7%,4%,7%,4%,6%,3%,5%,6%,5%,4%,6%,5%,3%,7%,3%,6%,7%,3%,1%,9%
How satisfied are you with the way things are going in your life these days?,[VOL] Local print or online news organizations,1%,1%,1%,2%,0%,3%,0%,2%,0%,0%,1%,1%,2%,2%,0%,0%,2%,0%,1%,1%,<1%,<1%,2%,<1%,1%,3%,<1%,<1%,3%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Social media,19%,16%,22%,46%,29%,11%,4%,15%,32%,19%,15%,21%,13%,16%,21%,30%,15%,29%,27%,15%,21%,15%,21%,17%,20%,22%,11%,19%,37%,24%
How satisfied are you with the way things are going in your life these days?,[VOL] Friends and family,<1%,<.5%,1%,<1%,0%,0%,2%,<1%,0%,<1%,0%,1%,0%,2%,0%,<.5%,<.5%,1%,0%,4%,<1%,0%,2%,<.5%,<1%,1%,<1%,<1%,0%,<1%
How satisfied are you with the way things are going in your life these days?,"[VOL] International news sources (such as the BBC, Al Jazeera and The Guardian)",1%,<1%,2%,<1%,0%,2%,2%,1%,3%,<1%,1%,2%,<1%,2%,2%,2%,2%,0%,0%,0%,2%,2%,0%,2%,<1%,0%,3%,<1%,0%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] Aggregation sites (such as Bing, Google, Yahoo News or Apple News)",3%,2%,4%,<1%,5%,3%,<1%,3%,3%,3%,3%,3%,2%,4%,6%,2%,4%,1%,<1%,4%,4%,2%,3%,5%,1%,3%,4%,2%,0%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Conservative news sites,2%,3%,2%,0%,3%,4%,2%,3%,2%,1%,4%,1%,5%,2%,4%,<1%,2%,3%,3%,1%,<1%,4%,2%,0%,5%,0%,0%,5%,2%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Newsmax,4%,3%,4%,0%,<1%,4%,5%,6%,0%,<1%,3%,4%,3%,7%,1%,0%,4%,0%,<1%,10%,4%,2%,6%,<1%,7%,0%,<1%,8%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Liberal news sites (Such as Mother Jones and Occupy Democrats),<1%,<1%,<1%,0%,<.5%,<1%,<1%,<.5%,0%,3%,1%,0%,<.5%,0%,4%,0%,<.5%,0%,2%,0%,1%,<.5%,0%,1%,0%,0%,2%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Doesn’t consume news,3%,3%,3%,2%,3%,5%,1%,2%,4%,8%,<1%,4%,<1%,3%,1%,7%,3%,5%,2%,2%,3%,<.5%,7%,2%,3%,9%,3%,3%,2%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (includes no preference and the internet),12%,15%,9%,10%,14%,13%,10%,10%,12%,19%,15%,11%,10%,10%,22%,12%,13%,16%,7%,12%,11%,15%,11%,12%,12%,12%,13%,12%,16%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,6%,6%,5%,4%,5%,7%,6%,6%,5%,5%,5%,6%,5%,7%,4%,5%,6%,4%,4%,8%,6%,6%,6%,2%,8%,9%,2%,7%,3%,11%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Often,47%,42%,51%,82%,54%,49%,21%,43%,55%,56%,43%,50%,41%,44%,50%,58%,47%,56%,45%,38%,47%,46%,49%,44%,47%,61%,41%,47%,64%,52%
How satisfied are you with the way things are going in your life these days?,Sometimes,19%,18%,20%,11%,22%,22%,20%,20%,19%,14%,20%,19%,22%,18%,13%,19%,21%,16%,20%,11%,20%,19%,18%,18%,22%,10%,19%,22%,17%,15%
How satisfied are you with the way things are going in your life these days?,Rarely,13%,13%,13%,5%,17%,12%,14%,14%,11%,12%,15%,12%,13%,14%,17%,10%,13%,6%,13%,21%,13%,15%,10%,15%,12%,9%,14%,12%,5%,18%
How satisfied are you with the way things are going in your life these days?,Never,20%,26%,15%,2%,7%,17%,44%,23%,14%,17%,22%,19%,23%,23%,20%,13%,18%,21%,21%,31%,20%,18%,24%,23%,18%,17%,26%,19%,15%,14%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<1%,<1%,0%,0%,<.5%,2%,<1%,<1%,<1%,0%,<1%,0%,<1%,0%,0%,<1%,0%,1%,0%,<.5%,1%,0%,<.5%,<1%,2%,<.5%,<1%,0%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Often,17%,12%,22%,49%,23%,11%,2%,13%,27%,21%,12%,20%,11%,15%,19%,28%,17%,28%,12%,9%,19%,15%,17%,23%,12%,16%,17%,12%,25%,26%
How satisfied are you with the way things are going in your life these days?,Sometimes,9%,8%,9%,10%,8%,13%,5%,6%,19%,8%,7%,9%,7%,5%,9%,17%,10%,7%,7%,4%,11%,6%,8%,9%,9%,4%,10%,7%,10%,9%
How satisfied are you with the way things are going in your life these days?,Rarely,9%,6%,11%,7%,13%,9%,7%,8%,12%,11%,10%,9%,6%,9%,19%,9%,10%,5%,14%,2%,9%,10%,8%,10%,8%,14%,10%,8%,5%,11%
How satisfied are you with the way things are going in your life these days?,Never,45%,47%,42%,32%,49%,50%,41%,50%,27%,42%,49%,42%,53%,48%,34%,33%,44%,39%,45%,54%,41%,49%,43%,35%,52%,46%,37%,53%,45%,38%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Never use social media,20%,26%,15%,2%,7%,17%,44%,23%,14%,17%,22%,19%,23%,23%,20%,13%,18%,21%,21%,31%,20%,18%,24%,23%,18%,17%,26%,19%,15%,14%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don't know/Refused,<1%,<1%,<1%,0%,0%,<.5%,2%,<1%,<1%,<1%,0%,<1%,0%,<1%,0%,0%,<1%,0%,1%,0%,<.5%,1%,0%,<.5%,<1%,2%,<.5%,<1%,0%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,None at all,58%,54%,62%,33%,51%,57%,76%,56%,66%,50%,59%,57%,57%,56%,63%,58%,56%,56%,50%,77%,56%,55%,64%,57%,61%,39%,59%,65%,36%,46%
How satisfied are you with the way things are going in your life these days?,More than none but less than 1 hour,17%,19%,14%,15%,21%,20%,10%,19%,8%,23%,18%,16%,21%,17%,10%,15%,19%,22%,10%,8%,17%,19%,14%,17%,16%,19%,14%,15%,31%,20%
How satisfied are you with the way things are going in your life these days?,More than 1 hour but less than 2,14%,15%,13%,25%,17%,14%,7%,14%,16%,12%,16%,13%,16%,13%,19%,13%,14%,13%,22%,7%,15%,14%,13%,12%,15%,16%,12%,14%,19%,14%
How satisfied are you with the way things are going in your life these days?,More than 2 hours but less than 3,5%,5%,4%,8%,6%,3%,3%,5%,2%,5%,4%,5%,4%,6%,4%,3%,4%,3%,8%,5%,6%,4%,2%,5%,2%,13%,7%,2%,8%,5%
How satisfied are you with the way things are going in your life these days?,More than 3 hours but less than 4,3%,4%,2%,6%,3%,6%,0%,3%,3%,5%,1%,4%,1%,4%,1%,5%,3%,5%,5%,0%,3%,3%,3%,4%,2%,6%,4%,2%,3%,5%
How satisfied are you with the way things are going in your life these days?,More than 4 hours but less than 5,<1%,<1%,1%,2%,<1%,<1%,<1%,<.5%,1%,4%,<1%,1%,0%,<1%,3%,2%,1%,0%,1%,0%,<1%,1%,<1%,<1%,1%,<1%,<.5%,1%,2%,<.5%
How satisfied are you with the way things are going in your life these days?,5 hours or more,2%,2%,2%,10%,2%,0%,<1%,2%,5%,0%,<1%,3%,1%,3%,0%,4%,2%,1%,3%,2%,2%,3%,2%,3%,<1%,6%,3%,0%,1%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,<.5%,<.5%,<.5%,0%,0%,1%,<1%,0%,0%,0%,<1%,0%,1%,0%,0%,<.5%,0%,0%,2%,0%,<1%,<1%,0%,<1%,<1%,0%,<.5%,0%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Yes,13%,20%,7%,18%,22%,12%,4%,11%,18%,16%,20%,9%,16%,8%,31%,12%,15%,7%,19%,5%,16%,13%,10%,9%,18%,11%,9%,18%,16%,8%
How satisfied are you with the way things are going in your life these days?,No,86%,80%,91%,82%,78%,88%,95%,88%,82%,83%,78%,90%,83%,92%,69%,87%,84%,91%,81%,94%,83%,86%,89%,91%,81%,88%,90%,81%,84%,90%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of this,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<.5%,2%,0%,0%,<1%,<1%,<1%,0%,1%,2%,<1%,1%,<.5%,0%,<1%,<1%,2%,0%,1%,<1%,<1%,1%,<1%,<1%,2%,<1%,1%,0%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,"Yes, multiple times",55%,54%,57%,52%,46%,57%,66%,53%,55%,69%,59%,53%,58%,50%,67%,58%,53%,68%,63%,42%,58%,58%,48%,83%,34%,47%,84%,33%,50%,61%
How satisfied are you with the way things are going in your life these days?,"Yes, just once",15%,16%,14%,21%,18%,11%,15%,17%,17%,5%,13%,16%,15%,18%,8%,14%,18%,9%,14%,8%,15%,15%,16%,12%,18%,16%,10%,17%,17%,19%
How satisfied are you with the way things are going in your life these days?,No,28%,29%,27%,26%,33%,32%,19%,29%,25%,25%,25%,30%,26%,31%,21%,27%,26%,22%,23%,49%,26%,26%,34%,5%,46%,35%,5%,48%,33%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,1%,2%,2%,2%,1%,0%,<1%,2%,1%,2%,<1%,<1%,<1%,4%,1%,2%,1%,0%,1%,2%,1%,1%,<1%,2%,2%,<1%,2%,0%,<1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,"Yes, you are a member",5%,5%,4%,1%,6%,4%,5%,3%,6%,8%,5%,4%,4%,3%,10%,6%,3%,3%,8%,9%,4%,5%,5%,3%,6%,4%,4%,7%,2%,2%
How satisfied are you with the way things are going in your life these days?,"Yes, another member of your household is a member",5%,4%,6%,5%,7%,5%,4%,4%,9%,3%,4%,5%,5%,4%,3%,8%,6%,6%,3%,2%,5%,4%,8%,8%,2%,10%,7%,2%,9%,7%
How satisfied are you with the way things are going in your life these days?,"Yes, you and another member of your household are members",<1%,<1%,<1%,0%,0%,1%,1%,<.5%,2%,<1%,1%,<.5%,<.5%,<.5%,3%,<1%,<1%,1%,<1%,0%,1%,<.5%,<1%,<.5%,<1%,1%,<.5%,<1%,0%,<1%
How satisfied are you with the way things are going in your life these days?,No,87%,89%,85%,86%,84%,89%,87%,90%,81%,80%,86%,87%,90%,91%,78%,81%,88%,86%,85%,85%,87%,87%,86%,85%,90%,81%,87%,89%,80%,84%
