itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dane,region_east_north,region_milwau_city,region_milwau_suburbs,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Israel,42%,50%,36%,13%,38%,51%,49%,45%,35%,23%,36%,45%,39%,47%,12%,35%,38%,45%,25%,40%,50%,37%,40%,46%,25%,66%,11%,25%,71%,38%
How satisfied are you with the way things are going in your life these days?,Palestinians,22%,18%,25%,58%,19%,14%,16%,22%,31%,20%,30%,18%,29%,18%,43%,16%,40%,17%,25%,23%,21%,29%,19%,20%,33%,8%,33%,32%,7%,23%
How satisfied are you with the way things are going in your life these days?,[VOL] Both equally (Includes neither),18%,20%,16%,10%,25%,18%,19%,18%,6%,23%,18%,19%,18%,18%,14%,20%,14%,18%,26%,26%,10%,18%,24%,16%,25%,11%,21%,26%,12%,12%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,18%,13%,22%,19%,18%,17%,16%,16%,28%,34%,15%,18%,14%,17%,30%,29%,8%,21%,25%,11%,20%,16%,17%,19%,18%,14%,34%,17%,11%,27%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Fox News,12%,13%,12%,12%,9%,15%,13%,13%,5%,14%,8%,14%,9%,15%,9%,13%,4%,14%,11%,13%,13%,11%,13%,13%,2%,25%,0%,<1%,29%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] CNN,7%,4%,9%,3%,2%,9%,9%,7%,3%,1%,9%,5%,10%,6%,3%,2%,11%,6%,4%,6%,9%,7%,4%,8%,10%,4%,2%,12%,4%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] MSNBC,5%,4%,5%,3%,2%,4%,9%,5%,7%,0%,3%,6%,3%,6%,0%,4%,4%,6%,5%,5%,2%,7%,4%,4%,9%,<.5%,2%,10%,0%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Public Radio/NPR/PBS,5%,3%,6%,2%,6%,4%,5%,5%,7%,1%,8%,3%,8%,3%,10%,0%,8%,2%,3%,10%,3%,4%,8%,3%,9%,1%,0%,10%,<1%,<1%
How satisfied are you with the way things are going in your life these days?,[VOL] Talk radio/conservative personality,<.5%,1%,0%,0%,0%,1%,0%,<1%,0%,0%,0%,<1%,0%,<1%,0%,0%,0%,1%,0%,0%,0%,0%,<1%,<1%,0%,1%,0%,0%,1%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] National television networks, like CBS, NBC or ABC",13%,10%,15%,4%,5%,17%,20%,14%,23%,4%,12%,14%,12%,15%,16%,8%,13%,13%,15%,7%,20%,11%,10%,15%,16%,9%,18%,16%,9%,14%
How satisfied are you with the way things are going in your life these days?,"[VOL] Local broadcast news (includes non-talk, non-public local radio)",10%,7%,13%,6%,10%,10%,12%,9%,21%,19%,7%,12%,8%,9%,6%,27%,2%,12%,22%,8%,6%,11%,11%,9%,11%,9%,14%,10%,8%,8%
How satisfied are you with the way things are going in your life these days?,"[VOL] National print or online news organizations, like The New York Times or The Wall Street Journal",6%,9%,4%,5%,11%,5%,4%,7%,0%,2%,11%,3%,11%,4%,4%,0%,15%,4%,4%,4%,8%,10%,3%,6%,9%,4%,0%,11%,4%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Local print or online news organizations,2%,3%,<1%,3%,3%,1%,1%,2%,0%,5%,4%,<1%,3%,<1%,10%,0%,0%,2%,2%,2%,1%,<1%,4%,1%,3%,<1%,0%,4%,<1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Social media,15%,17%,14%,46%,22%,8%,5%,15%,9%,17%,16%,15%,15%,15%,17%,14%,12%,18%,14%,14%,12%,14%,13%,17%,11%,17%,35%,8%,15%,38%
How satisfied are you with the way things are going in your life these days?,[VOL] Friends and family,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] International news sources (such as the BBC, Al Jazeera and The Guardian)",2%,2%,1%,4%,3%,1%,<.5%,2%,0%,1%,2%,1%,2%,1%,3%,0%,4%,<.5%,1%,3%,2%,2%,2%,1%,2%,<1%,2%,2%,<.5%,3%
How satisfied are you with the way things are going in your life these days?,"[VOL] Aggregation sites (such as Bing, Google, Yahoo News or Apple News)",4%,5%,3%,2%,6%,5%,3%,4%,15%,2%,4%,4%,4%,3%,0%,10%,5%,2%,4%,6%,5%,7%,5%,2%,5%,3%,5%,4%,3%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Conservative news sites,2%,2%,2%,0%,0%,3%,2%,2%,0%,0%,1%,2%,2%,3%,0%,0%,3%,3%,0%,<1%,1%,0%,4%,2%,<.5%,4%,0%,<1%,5%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Newsmax,3%,4%,2%,0%,<.5%,3%,6%,3%,0%,3%,1%,4%,<1%,4%,2%,2%,<1%,5%,0%,<.5%,2%,<.5%,1%,5%,<.5%,6%,0%,<.5%,6%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Liberal news sites (Such as Mother Jones and Occupy Democrats),<.5%,0%,<1%,0%,0%,<1%,<1%,<1%,0%,0%,0%,<1%,0%,<1%,0%,0%,2%,0%,3%,0%,0%,1%,0%,<.5%,1%,0%,0%,1%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Doesn’t consume news,2%,2%,3%,<1%,6%,2%,<.5%,1%,4%,12%,1%,3%,1%,1%,2%,13%,0%,1%,3%,7%,0%,2%,6%,<1%,3%,2%,2%,3%,2%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (includes no preference and the internet),9%,11%,6%,3%,12%,8%,8%,9%,3%,11%,9%,9%,8%,9%,14%,6%,7%,8%,7%,13%,8%,7%,9%,9%,6%,11%,14%,6%,11%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,4%,3%,6%,4%,2%,2%,3%,3%,8%,3%,3%,2%,3%,5%,2%,8%,2%,0%,2%,6%,4%,3%,3%,3%,3%,7%,2%,2%,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Often,46%,37%,54%,70%,61%,49%,23%,44%,72%,51%,52%,43%,52%,39%,63%,59%,41%,47%,45%,49%,46%,42%,46%,48%,46%,45%,59%,43%,43%,71%
How satisfied are you with the way things are going in your life these days?,Sometimes,17%,20%,14%,22%,13%,16%,16%,16%,9%,25%,17%,16%,18%,15%,7%,21%,17%,15%,22%,15%,19%,21%,11%,17%,17%,18%,8%,18%,17%,13%
How satisfied are you with the way things are going in your life these days?,Rarely,16%,18%,14%,5%,17%,16%,20%,16%,17%,10%,15%,16%,14%,17%,18%,11%,19%,16%,14%,20%,9%,20%,22%,11%,20%,11%,14%,18%,13%,3%
How satisfied are you with the way things are going in your life these days?,Never,22%,25%,18%,3%,9%,19%,42%,23%,2%,14%,16%,25%,16%,28%,13%,9%,23%,22%,19%,17%,26%,17%,21%,24%,18%,26%,19%,20%,28%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Often,12%,6%,16%,33%,14%,12%,0%,9%,23%,34%,13%,11%,13%,7%,16%,39%,8%,9%,20%,24%,2%,10%,17%,9%,10%,10%,31%,9%,9%,21%
How satisfied are you with the way things are going in your life these days?,Sometimes,8%,7%,8%,16%,9%,5%,5%,6%,20%,15%,7%,7%,7%,6%,10%,15%,7%,8%,4%,4%,13%,12%,3%,8%,7%,9%,7%,6%,6%,17%
How satisfied are you with the way things are going in your life these days?,Rarely,11%,10%,12%,20%,10%,13%,6%,11%,6%,6%,13%,9%,13%,10%,8%,6%,5%,11%,8%,10%,15%,8%,10%,12%,9%,12%,15%,10%,12%,5%
How satisfied are you with the way things are going in your life these days?,Never,48%,51%,46%,29%,59%,51%,47%,50%,49%,30%,50%,47%,51%,50%,54%,31%,56%,49%,48%,45%,44%,53%,49%,46%,55%,44%,27%,54%,46%,43%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Never use social media,22%,25%,18%,3%,9%,19%,42%,23%,2%,14%,16%,25%,16%,28%,13%,9%,23%,22%,19%,17%,26%,17%,21%,24%,18%,26%,19%,20%,28%,13%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,None at all,63%,65%,61%,47%,52%,70%,68%,64%,44%,53%,66%,61%,65%,64%,66%,40%,63%,65%,46%,56%,74%,53%,55%,71%,58%,69%,53%,61%,69%,45%
How satisfied are you with the way things are going in your life these days?,More than none but less than 1 hour,16%,15%,18%,23%,20%,15%,13%,14%,33%,24%,17%,15%,18%,12%,16%,33%,6%,14%,33%,26%,8%,18%,22%,13%,20%,13%,11%,18%,14%,16%
How satisfied are you with the way things are going in your life these days?,More than 1 hour but less than 2,12%,10%,14%,14%,18%,9%,11%,13%,9%,9%,11%,13%,12%,14%,7%,10%,17%,11%,7%,12%,16%,14%,15%,10%,12%,11%,19%,10%,10%,29%
How satisfied are you with the way things are going in your life these days?,More than 2 hours but less than 3,3%,3%,3%,6%,4%,2%,3%,3%,0%,8%,2%,4%,2%,3%,0%,8%,5%,3%,5%,3%,1%,2%,3%,3%,4%,2%,9%,4%,2%,4%
How satisfied are you with the way things are going in your life these days?,More than 3 hours but less than 4,2%,3%,<1%,5%,<1%,<1%,2%,2%,0%,0%,<1%,2%,<1%,3%,0%,0%,6%,1%,3%,1%,0%,4%,2%,<1%,1%,1%,7%,2%,2%,0%
How satisfied are you with the way things are going in your life these days?,More than 4 hours but less than 5,1%,<.5%,2%,0%,<1%,3%,0%,<.5%,15%,2%,<1%,1%,<1%,<.5%,0%,9%,0%,1%,6%,0%,0%,5%,0%,0%,2%,0%,0%,1%,0%,7%
How satisfied are you with the way things are going in your life these days?,5 hours or more,3%,4%,2%,4%,4%,<1%,3%,3%,0%,5%,2%,3%,1%,4%,10%,0%,2%,5%,0%,1%,0%,3%,3%,2%,3%,3%,0%,3%,4%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Yes,11%,15%,8%,20%,22%,9%,2%,10%,17%,20%,15%,8%,15%,7%,18%,14%,16%,8%,13%,12%,16%,14%,14%,9%,10%,13%,8%,9%,12%,16%
How satisfied are you with the way things are going in your life these days?,No,88%,85%,91%,80%,77%,91%,98%,90%,79%,79%,84%,91%,84%,93%,79%,83%,84%,91%,84%,88%,84%,85%,86%,91%,90%,86%,92%,91%,88%,84%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of this,<.5%,0%,<1%,0%,0%,<1%,<.5%,<.5%,4%,0%,<.5%,<.5%,<.5%,0%,0%,2%,0%,<.5%,2%,0%,0%,<1%,0%,<.5%,<.5%,<.5%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,0%,<.5%,0%,<1%,0%,0%,0%,0%,1%,<.5%,0%,0%,0%,3%,0%,0%,<.5%,0%,0%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Yes, multiple times",60%,55%,63%,52%,53%,54%,76%,62%,46%,57%,75%,52%,74%,54%,84%,42%,75%,53%,69%,70%,52%,64%,69%,54%,85%,37%,43%,91%,36%,36%
How satisfied are you with the way things are going in your life these days?,"Yes, just once",15%,17%,13%,17%,8%,18%,14%,16%,12%,9%,11%,17%,12%,18%,6%,12%,13%,17%,7%,14%,15%,10%,15%,17%,7%,21%,29%,6%,22%,17%
How satisfied are you with the way things are going in your life these days?,No,24%,27%,22%,31%,36%,26%,10%,22%,43%,31%,13%,30%,13%,27%,8%,43%,11%,29%,24%,15%,31%,26%,16%,28%,8%,41%,28%,3%,42%,41%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<.5%,1%,0%,3%,1%,0%,<1%,0%,4%,<1%,1%,<.5%,<1%,2%,3%,0%,<.5%,0%,2%,3%,0%,<1%,1%,0%,2%,0%,0%,1%,6%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Yes, you are a member",6%,10%,2%,3%,10%,5%,6%,6%,2%,3%,4%,7%,4%,8%,2%,3%,4%,5%,7%,2%,13%,6%,3%,7%,6%,6%,2%,8%,6%,3%
How satisfied are you with the way things are going in your life these days?,"Yes, another member of your household is a member",5%,3%,6%,7%,2%,8%,2%,5%,0%,7%,7%,3%,6%,4%,12%,2%,4%,5%,1%,5%,7%,2%,5%,6%,4%,6%,2%,5%,5%,5%
How satisfied are you with the way things are going in your life these days?,"Yes, you and another member of your household are members",1%,1%,1%,0%,1%,2%,1%,1%,0%,0%,2%,<1%,2%,1%,0%,0%,0%,<1%,0%,2%,2%,<.5%,0%,2%,1%,<.5%,7%,1%,<.5%,4%
How satisfied are you with the way things are going in your life these days?,No,88%,85%,90%,88%,87%,85%,91%,87%,98%,90%,87%,89%,86%,87%,86%,95%,92%,89%,92%,90%,76%,92%,91%,85%,88%,88%,90%,87%,88%,88%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,<.5%,0%,<1%,2%,0%,0%,0%,<.5%,0%,0%,<1%,0%,1%,0%,0%,0%,0%,0%,0%,0%,2%,0%,0%,<1%,<1%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
