itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_clark_county,region_rural,region_washoe_county,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth,party_id_dem
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Israel,36%,40%,33%,24%,21%,47%,49%,45%,28%,26%,38%,35%,41%,45%,33%,25%,33%,53%,38%,38%,29%,47%,19%,51%,27%,23%,56%,27%,18%,20%
How satisfied are you with the way things are going in your life these days?,Palestinians,27%,25%,29%,47%,35%,13%,22%,23%,32%,36%,27%,28%,25%,22%,31%,35%,30%,16%,20%,25%,35%,17%,42%,16%,27%,36%,12%,40%,40%,46%
How satisfied are you with the way things are going in your life these days?,[VOL] Both equally (Includes neither),19%,21%,16%,8%,23%,22%,15%,19%,19%,15%,15%,21%,17%,20%,12%,19%,20%,13%,18%,21%,17%,18%,19%,18%,18%,22%,19%,14%,15%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,18%,14%,22%,21%,21%,18%,14%,14%,21%,23%,20%,16%,17%,13%,23%,20%,16%,18%,24%,16%,20%,18%,19%,14%,28%,18%,13%,19%,26%,25%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,[VOL] Fox News,9%,10%,7%,6%,5%,10%,13%,10%,8%,7%,8%,9%,8%,11%,8%,7%,9%,9%,6%,7%,9%,13%,1%,17%,0%,2%,19%,3%,0%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] CNN,11%,13%,10%,12%,8%,9%,17%,10%,9%,17%,11%,11%,10%,8%,12%,14%,13%,10%,6%,12%,11%,9%,21%,6%,2%,23%,3%,13%,11%,23%
How satisfied are you with the way things are going in your life these days?,[VOL] MSNBC,5%,5%,4%,0%,4%,3%,10%,6%,1%,6%,9%,3%,11%,3%,4%,4%,5%,3%,6%,6%,5%,2%,11%,<1%,2%,15%,<1%,0%,2%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Public Radio/NPR/PBS,1%,<1%,2%,1%,2%,1%,1%,2%,0%,0%,3%,<1%,3%,2%,0%,0%,1%,3%,0%,2%,<1%,<1%,4%,0%,0%,4%,0%,1%,<1%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Talk radio/conservative personality,<1%,1%,<.5%,0%,2%,1%,0%,2%,0%,0%,<1%,<1%,1%,2%,0%,0%,<.5%,0%,3%,<1%,0%,3%,0%,2%,0%,0%,2%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] National television networks, like CBS, NBC or ABC",6%,4%,9%,4%,1%,7%,11%,7%,5%,5%,5%,7%,6%,8%,3%,5%,5%,5%,11%,5%,7%,7%,7%,6%,4%,9%,5%,7%,3%,7%
How satisfied are you with the way things are going in your life these days?,"[VOL] Local broadcast news (includes non-talk, non-public local radio)",5%,4%,5%,5%,6%,6%,2%,5%,7%,2%,2%,6%,1%,7%,3%,5%,6%,<1%,4%,8%,3%,<1%,4%,5%,8%,3%,5%,7%,6%,5%
How satisfied are you with the way things are going in your life these days?,"[VOL] National print or online news organizations, like The New York Times or The Wall Street Journal",4%,4%,3%,5%,5%,2%,2%,4%,2%,4%,7%,2%,8%,2%,7%,2%,4%,<1%,5%,2%,4%,6%,5%,1%,7%,5%,1%,2%,7%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Local print or online news organizations,<1%,<.5%,1%,0%,1%,1%,<1%,1%,2%,0%,2%,<1%,3%,<.5%,0%,1%,<1%,2%,0%,<1%,<.5%,3%,<1%,<1%,<1%,1%,1%,0%,<1%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Social media,22%,21%,23%,40%,24%,17%,12%,17%,22%,32%,20%,23%,13%,20%,32%,27%,23%,21%,17%,23%,21%,19%,17%,24%,27%,10%,23%,32%,28%,14%
How satisfied are you with the way things are going in your life these days?,[VOL] Friends and family,<.5%,<.5%,<.5%,0%,<1%,<.5%,0%,<1%,0%,0%,0%,<.5%,0%,<1%,0%,0%,<.5%,0%,0%,<.5%,<.5%,0%,<1%,<.5%,0%,<1%,<.5%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] International news sources (such as the BBC, Al Jazeera and The Guardian)",2%,2%,<1%,0%,3%,2%,1%,2%,0%,2%,4%,<1%,5%,<1%,3%,<.5%,1%,2%,3%,2%,2%,<1%,2%,<.5%,6%,2%,0%,0%,5%,<1%
How satisfied are you with the way things are going in your life these days?,"[VOL] Aggregation sites (such as Bing, Google, Yahoo News or Apple News)",6%,4%,9%,5%,14%,5%,1%,7%,6%,3%,8%,6%,9%,6%,6%,4%,5%,12%,8%,5%,6%,9%,8%,6%,0%,8%,5%,9%,5%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Conservative news sites,2%,2%,3%,<1%,3%,3%,2%,3%,1%,<1%,4%,1%,4%,2%,3%,<1%,2%,2%,1%,3%,1%,2%,<.5%,4%,0%,<.5%,4%,2%,0%,<1%
How satisfied are you with the way things are going in your life these days?,[VOL] Newsmax,2%,3%,1%,0%,1%,2%,5%,4%,0%,0%,<.5%,3%,<1%,5%,0%,0%,2%,8%,1%,2%,<1%,6%,<.5%,3%,4%,<.5%,4%,4%,0%,<.5%
How satisfied are you with the way things are going in your life these days?,[VOL] Liberal news sites (Such as Mother Jones and Occupy Democrats),<.5%,0%,<1%,2%,0%,0%,0%,0%,2%,0%,0%,<1%,0%,0%,0%,1%,<.5%,0%,0%,0%,<1%,0%,<1%,0%,0%,0%,0%,0%,2%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Doesn’t consume news,4%,5%,3%,8%,4%,4%,1%,3%,5%,5%,4%,4%,4%,2%,3%,6%,3%,3%,9%,4%,4%,3%,3%,3%,11%,3%,3%,10%,5%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (includes no preference and the internet),14%,14%,13%,9%,12%,19%,15%,13%,20%,12%,9%,15%,10%,16%,10%,16%,14%,12%,18%,12%,20%,10%,9%,16%,23%,8%,18%,8%,20%,9%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,6%,4%,2%,5%,6%,5%,2%,9%,5%,4%,5%,2%,2%,8%,7%,5%,6%,2%,5%,4%,6%,4%,5%,7%,6%,4%,3%,6%,4%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Often,51%,45%,59%,73%,62%,46%,28%,46%,60%,59%,53%,52%,50%,44%,58%,61%,54%,39%,50%,50%,53%,51%,58%,48%,46%,53%,47%,63%,51%,56%
How satisfied are you with the way things are going in your life these days?,Sometimes,16%,15%,17%,14%,12%,21%,17%,13%,20%,18%,15%,16%,16%,12%,12%,19%,17%,18%,8%,19%,15%,11%,15%,17%,14%,15%,16%,11%,19%,14%
How satisfied are you with the way things are going in your life these days?,Rarely,12%,14%,11%,6%,10%,19%,13%,14%,9%,12%,13%,12%,12%,16%,15%,10%,12%,16%,13%,8%,16%,15%,9%,13%,19%,10%,15%,7%,13%,14%
How satisfied are you with the way things are going in your life these days?,Never,19%,25%,13%,8%,16%,12%,43%,27%,10%,10%,19%,19%,21%,29%,12%,10%,17%,22%,26%,22%,16%,21%,16%,21%,22%,19%,21%,19%,16%,14%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<1%,<1%,0%,0%,2%,0%,0%,1%,2%,1%,<1%,0%,0%,3%,<1%,0%,4%,2%,<1%,0%,3%,2%,<.5%,0%,2%,<.5%,0%,0%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Often,18%,13%,24%,45%,23%,8%,6%,13%,30%,21%,17%,19%,12%,13%,28%,24%,20%,15%,14%,21%,17%,15%,22%,15%,18%,18%,13%,29%,23%,19%
How satisfied are you with the way things are going in your life these days?,Sometimes,10%,7%,14%,15%,9%,16%,1%,5%,14%,18%,7%,11%,5%,5%,9%,17%,10%,8%,11%,7%,13%,11%,10%,11%,9%,6%,11%,16%,12%,11%
How satisfied are you with the way things are going in your life these days?,Rarely,12%,12%,12%,12%,11%,15%,8%,11%,14%,16%,10%,13%,13%,9%,7%,18%,13%,9%,12%,12%,13%,11%,14%,11%,13%,13%,11%,10%,15%,15%
How satisfied are you with the way things are going in your life these days?,Never,39%,42%,36%,20%,41%,47%,43%,45%,31%,34%,45%,36%,48%,44%,41%,30%,40%,41%,35%,38%,40%,39%,36%,41%,39%,42%,43%,27%,34%,39%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Never use social media,19%,25%,13%,8%,16%,12%,43%,27%,10%,10%,19%,19%,21%,29%,12%,10%,17%,22%,26%,22%,16%,21%,16%,21%,22%,19%,21%,19%,16%,14%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don't know/Refused,<1%,<1%,<1%,0%,0%,2%,0%,0%,1%,2%,1%,<1%,0%,0%,3%,<1%,0%,4%,2%,<1%,0%,3%,2%,<.5%,0%,2%,<.5%,0%,0%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,None at all,60%,57%,64%,38%,61%,66%,69%,61%,67%,52%,63%,60%,61%,62%,70%,56%,58%,60%,69%,59%,61%,62%,54%,66%,56%,58%,68%,52%,53%,56%
How satisfied are you with the way things are going in your life these days?,More than none but less than 1 hour,14%,18%,11%,9%,17%,14%,15%,15%,11%,16%,18%,12%,21%,11%,11%,13%,14%,10%,17%,17%,14%,8%,17%,12%,13%,17%,14%,11%,14%,17%
How satisfied are you with the way things are going in your life these days?,More than 1 hour but less than 2,11%,9%,13%,13%,7%,10%,13%,12%,6%,11%,9%,11%,10%,14%,9%,9%,10%,18%,8%,8%,11%,16%,11%,9%,13%,12%,7%,14%,13%,16%
How satisfied are you with the way things are going in your life these days?,More than 2 hours but less than 3,4%,2%,6%,15%,3%,2%,1%,3%,6%,4%,4%,4%,3%,4%,6%,5%,6%,0%,1%,5%,4%,<1%,6%,3%,2%,5%,3%,5%,7%,6%
How satisfied are you with the way things are going in your life these days?,More than 3 hours but less than 4,5%,7%,2%,3%,11%,3%,<1%,4%,4%,6%,3%,5%,3%,5%,3%,6%,4%,7%,4%,4%,3%,8%,4%,4%,8%,3%,4%,5%,7%,1%
How satisfied are you with the way things are going in your life these days?,More than 4 hours but less than 5,1%,1%,1%,7%,0%,<1%,0%,<.5%,2%,4%,<1%,2%,0%,<.5%,<1%,3%,2%,0%,0%,2%,1%,1%,2%,<.5%,4%,2%,<.5%,2%,2%,0%
How satisfied are you with the way things are going in your life these days?,5 hours or more,4%,5%,4%,15%,2%,4%,<1%,3%,5%,7%,2%,6%,2%,4%,0%,8%,6%,4%,0%,5%,5%,2%,5%,4%,5%,2%,4%,11%,4%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,<.5%,<.5%,0%,0%,<.5%,0%,<.5%,0%,<.5%,<.5%,<.5%,0%,<.5%,<1%,0%,0%,<1%,1%,0%,0%,1%,0%,<1%,0%,0%,<1%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Yes,16%,21%,11%,21%,26%,16%,3%,14%,17%,20%,21%,14%,17%,13%,30%,13%,17%,12%,16%,16%,19%,12%,13%,19%,14%,8%,17%,19%,24%,12%
How satisfied are you with the way things are going in your life these days?,No,83%,77%,89%,79%,74%,83%,96%,86%,83%,78%,79%,85%,83%,87%,70%,85%,82%,86%,84%,84%,81%,86%,86%,80%,84%,90%,82%,81%,75%,87%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of this,<1%,1%,<.5%,0%,<1%,<.5%,1%,<.5%,0%,2%,<.5%,<1%,<.5%,0%,0%,2%,<1%,0%,0%,<1%,<1%,<.5%,1%,0%,2%,1%,0%,0%,1%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,<1%,0%,<.5%,0%,<1%,0%,<.5%,<.5%,0%,0%,<.5%,0%,<1%,0%,<.5%,0%,2%,<1%,0%,<.5%,<1%,0%,<1%,0%,0%,<1%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,"Yes, multiple times",47%,41%,52%,47%,35%,40%,63%,49%,47%,44%,60%,40%,63%,41%,57%,41%,47%,39%,48%,47%,46%,46%,75%,25%,46%,79%,25%,33%,55%,76%
How satisfied are you with the way things are going in your life these days?,"Yes, just once",19%,22%,17%,19%,23%,17%,19%,16%,26%,22%,17%,21%,15%,17%,19%,26%,19%,16%,23%,21%,19%,15%,16%,22%,18%,13%,20%,32%,18%,14%
How satisfied are you with the way things are going in your life these days?,No,33%,35%,30%,34%,39%,41%,18%,33%,25%,34%,21%,38%,19%,41%,22%,32%,32%,42%,29%,30%,34%,37%,8%,51%,34%,7%,53%,35%,26%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,2%,<1%,0%,2%,2%,<.5%,2%,2%,0%,2%,1%,3%,1%,2%,<.5%,1%,4%,<1%,1%,1%,2%,<1%,2%,2%,1%,2%,0%,1%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,"Yes, you are a member",6%,7%,4%,4%,12%,5%,1%,6%,6%,5%,7%,6%,5%,7%,8%,5%,6%,2%,10%,5%,6%,7%,3%,7%,8%,3%,8%,3%,8%,5%
How satisfied are you with the way things are going in your life these days?,"Yes, another member of your household is a member",5%,4%,8%,16%,2%,2%,4%,5%,11%,3%,3%,6%,3%,6%,4%,7%,6%,3%,3%,6%,6%,3%,5%,7%,3%,5%,7%,2%,6%,6%
How satisfied are you with the way things are going in your life these days?,"Yes, you and another member of your household are members",3%,5%,1%,1%,3%,5%,2%,4%,3%,2%,4%,3%,5%,3%,2%,3%,3%,5%,3%,3%,3%,3%,2%,3%,7%,2%,3%,7%,2%,0%
How satisfied are you with the way things are going in your life these days?,No,85%,84%,86%,76%,83%,87%,93%,85%,79%,89%,86%,84%,87%,84%,86%,84%,85%,88%,85%,85%,85%,85%,90%,82%,81%,90%,82%,84%,84%,89%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,<1%,<.5%,<1%,2%,0%,0%,0%,<.5%,1%,<1%,0%,<1%,0%,<.5%,0%,1%,<1%,1%,0%,<.5%,<1%,2%,<.5%,<1%,<1%,0%,<1%,3%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
