itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dekalb_fulton,region_inner_atlanta_suburbs,region_north,region_outer_atlanta_suburbs,region_south,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Israel,44%,49%,40%,27%,39%,53%,54%,57%,26%,32%,40%,48%,53%,60%,22%,32%,28%,36%,60%,48%,47%,31%,40%,53%,25%,66%,22%,26%,70%,40%
How satisfied are you with the way things are going in your life these days?,Palestinians,19%,15%,23%,36%,24%,11%,11%,12%,28%,35%,24%,17%,17%,9%,34%,28%,35%,25%,10%,21%,10%,16%,26%,11%,34%,6%,26%,32%,5%,25%
How satisfied are you with the way things are going in your life these days?,[VOL] Both equally (Includes neither),18%,23%,12%,14%,17%,18%,21%,17%,19%,18%,22%,15%,21%,13%,23%,17%,15%,22%,11%,18%,21%,31%,19%,12%,23%,14%,14%,24%,11%,21%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,19%,13%,25%,23%,21%,18%,14%,15%,27%,15%,14%,20%,9%,18%,21%,23%,22%,17%,20%,12%,22%,22%,14%,23%,18%,15%,38%,18%,14%,14%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Fox News,9%,10%,8%,5%,10%,8%,13%,14%,<.5%,7%,9%,9%,16%,13%,<1%,4%,3%,5%,17%,10%,10%,9%,5%,14%,<1%,17%,2%,<1%,18%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] CNN,8%,5%,11%,3%,10%,10%,8%,4%,18%,4%,9%,7%,2%,5%,18%,11%,13%,4%,9%,5%,10%,2%,8%,10%,12%,5%,7%,13%,5%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] MSNBC,3%,2%,3%,<1%,0%,5%,3%,1%,4%,6%,3%,2%,<1%,2%,7%,3%,<1%,5%,3%,2%,2%,4%,2%,2%,7%,0%,0%,8%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Public Radio/NPR/PBS,5%,6%,3%,4%,6%,5%,2%,7%,2%,2%,6%,4%,7%,6%,4%,1%,7%,5%,7%,3%,2%,4%,5%,4%,8%,1%,7%,8%,1%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Talk radio/conservative personality,<1%,<.5%,1%,0%,0%,<1%,3%,<1%,1%,0%,1%,<.5%,<1%,<1%,2%,0%,2%,0%,0%,1%,0%,2%,1%,0%,0%,<1%,3%,0%,1%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] National television networks, like CBS, NBC or ABC",9%,10%,8%,2%,5%,10%,21%,7%,13%,13%,10%,9%,7%,6%,14%,12%,4%,13%,10%,9%,9%,10%,9%,9%,11%,9%,5%,13%,9%,5%
How satisfied are you with the way things are going in your life these days?,"[VOL] Local broadcast news (includes non-talk, non-public local radio)",8%,9%,6%,8%,4%,10%,9%,6%,12%,6%,5%,9%,3%,8%,8%,11%,7%,6%,8%,5%,12%,10%,7%,8%,9%,8%,5%,9%,7%,5%
How satisfied are you with the way things are going in your life these days?,"[VOL] National print or online news organizations, like The New York Times or The Wall Street Journal",6%,8%,4%,3%,10%,6%,4%,8%,4%,0%,8%,5%,14%,5%,0%,5%,12%,5%,6%,5%,3%,9%,7%,4%,9%,5%,3%,9%,5%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Local print or online news organizations,<.5%,0%,<.5%,0%,<.5%,0%,0%,0%,<.5%,0%,<.5%,0%,0%,0%,<1%,0%,<.5%,0%,0%,0%,0%,<1%,0%,0%,<.5%,0%,0%,<.5%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Social media,21%,18%,24%,47%,29%,12%,5%,22%,17%,30%,15%,25%,20%,23%,11%,28%,20%,21%,18%,24%,21%,24%,23%,18%,19%,23%,20%,15%,21%,37%
How satisfied are you with the way things are going in your life these days?,[VOL] Friends and family,<1%,1%,0%,0%,3%,0%,0%,1%,0%,0%,0%,1%,0%,2%,0%,0%,0%,4%,0%,0%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] International news sources (such as the BBC, Al Jazeera and The Guardian)",1%,1%,2%,3%,2%,<.5%,<1%,1%,<.5%,4%,3%,<1%,3%,<.5%,2%,1%,0%,1%,<1%,3%,2%,5%,<1%,<1%,3%,<.5%,2%,2%,<.5%,2%
How satisfied are you with the way things are going in your life these days?,"[VOL] Aggregation sites (such as Bing, Google, Yahoo News or Apple News)",3%,4%,3%,4%,2%,5%,2%,3%,4%,2%,5%,2%,4%,3%,6%,2%,8%,4%,2%,3%,1%,1%,5%,2%,5%,2%,3%,5%,2%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Conservative news sites,<1%,<.5%,1%,<1%,<.5%,1%,1%,1%,<.5%,0%,2%,<1%,2%,<1%,<1%,0%,<1%,0%,0%,3%,<1%,<1%,<1%,1%,0%,2%,<1%,0%,1%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Newsmax,3%,1%,4%,<1%,1%,5%,3%,3%,3%,0%,2%,3%,3%,3%,<1%,3%,<1%,3%,<1%,5%,3%,1%,2%,3%,2%,4%,0%,2%,4%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Liberal news sites (Such as Mother Jones and Occupy Democrats),<.5%,<1%,0%,<.5%,<1%,0%,0%,<.5%,<.5%,0%,<1%,0%,1%,0%,<.5%,0%,<.5%,1%,0%,0%,0%,0%,<1%,0%,<1%,0%,0%,<1%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Doesn’t consume news,3%,3%,3%,4%,<1%,2%,6%,3%,2%,3%,2%,4%,1%,4%,3%,2%,1%,<1%,4%,4%,5%,<1%,3%,4%,1%,4%,5%,2%,4%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (includes no preference and the internet),11%,11%,11%,4%,10%,13%,14%,11%,11%,11%,11%,10%,8%,13%,14%,7%,7%,16%,6%,12%,12%,6%,10%,14%,9%,11%,17%,9%,13%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,8%,8%,8%,12%,4%,8%,5%,6%,7%,13%,8%,8%,7%,5%,7%,11%,12%,6%,8%,7%,6%,10%,8%,6%,3%,8%,20%,3%,9%,14%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Often,53%,47%,58%,69%,72%,47%,22%,52%,56%,51%,59%,50%,59%,48%,59%,53%,59%,56%,48%,52%,50%,62%,53%,50%,55%,51%,56%,51%,47%,74%
How satisfied are you with the way things are going in your life these days?,Sometimes,18%,16%,20%,17%,14%,19%,23%,19%,14%,21%,16%,19%,14%,21%,19%,14%,12%,22%,13%,19%,22%,9%,20%,18%,18%,16%,26%,18%,18%,7%
How satisfied are you with the way things are going in your life these days?,Rarely,11%,14%,8%,9%,7%,13%,12%,10%,13%,7%,14%,9%,16%,8%,12%,11%,13%,12%,12%,7%,10%,15%,13%,7%,11%,12%,5%,12%,11%,12%
How satisfied are you with the way things are going in your life these days?,Never,18%,23%,14%,5%,7%,20%,43%,19%,18%,20%,11%,22%,11%,23%,10%,22%,16%,9%,26%,22%,18%,14%,14%,26%,17%,21%,13%,19%,23%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,1%,0%,<.5%,0%,0%,0%,<1%,0%,<1%,0%,0%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Often,24%,20%,27%,45%,36%,15%,6%,23%,24%,28%,18%,27%,16%,26%,22%,28%,28%,20%,22%,25%,23%,15%,25%,24%,25%,22%,26%,21%,22%,34%
How satisfied are you with the way things are going in your life these days?,Sometimes,9%,5%,12%,18%,6%,8%,6%,8%,13%,6%,8%,9%,9%,7%,8%,13%,5%,11%,15%,7%,7%,12%,8%,9%,10%,9%,4%,8%,11%,9%
How satisfied are you with the way things are going in your life these days?,Rarely,13%,13%,13%,15%,16%,13%,5%,10%,14%,18%,15%,12%,7%,11%,22%,12%,16%,13%,7%,9%,17%,16%,12%,13%,14%,10%,19%,15%,9%,17%
How satisfied are you with the way things are going in your life these days?,Never,36%,39%,34%,18%,35%,44%,40%,41%,31%,27%,48%,30%,57%,33%,38%,24%,35%,46%,29%,37%,34%,42%,41%,29%,35%,37%,39%,37%,36%,33%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Never use social media,18%,23%,14%,5%,7%,20%,43%,19%,18%,20%,11%,22%,11%,23%,10%,22%,16%,9%,26%,22%,18%,14%,14%,26%,17%,21%,13%,19%,23%,6%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don't know/Refused,<.5%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,1%,0%,<.5%,0%,0%,0%,<1%,0%,<1%,0%,0%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,None at all,64%,60%,67%,43%,59%,75%,74%,63%,64%,64%,66%,62%,62%,65%,72%,59%,56%,62%,71%,69%,60%,53%,63%,67%,65%,62%,65%,70%,68%,35%
How satisfied are you with the way things are going in your life these days?,More than none but less than 1 hour,13%,13%,14%,23%,12%,9%,11%,15%,10%,14%,13%,13%,15%,15%,11%,12%,17%,14%,11%,14%,12%,23%,14%,9%,11%,14%,21%,8%,11%,34%
How satisfied are you with the way things are going in your life these days?,More than 1 hour but less than 2,12%,14%,10%,12%,21%,7%,7%,11%,15%,8%,11%,13%,13%,9%,8%,16%,16%,13%,7%,9%,14%,6%,13%,12%,13%,12%,8%,12%,9%,20%
How satisfied are you with the way things are going in your life these days?,More than 2 hours but less than 3,5%,7%,2%,8%,5%,3%,3%,4%,6%,5%,5%,4%,5%,3%,6%,6%,9%,3%,2%,2%,7%,15%,4%,3%,7%,4%,<1%,6%,4%,2%
How satisfied are you with the way things are going in your life these days?,More than 3 hours but less than 4,2%,3%,1%,6%,<1%,1%,2%,2%,2%,5%,<1%,3%,<1%,2%,<.5%,4%,<1%,4%,4%,1%,2%,1%,2%,3%,<1%,4%,0%,<1%,4%,3%
How satisfied are you with the way things are going in your life these days?,More than 4 hours but less than 5,2%,<1%,3%,6%,<1%,2%,2%,3%,2%,<1%,2%,3%,2%,3%,2%,1%,0%,3%,2%,4%,2%,0%,3%,2%,2%,2%,2%,1%,2%,4%
How satisfied are you with the way things are going in your life these days?,5 hours or more,2%,2%,1%,3%,2%,2%,0%,2%,2%,0%,2%,2%,2%,2%,1%,1%,<1%,0%,2%,2%,3%,1%,<.5%,3%,<1%,2%,4%,<1%,2%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,0%,1%,<.5%,0%,<1%,1%,<.5%,0%,3%,<.5%,<.5%,<1%,<.5%,0%,<1%,0%,1%,2%,0%,0%,0%,<1%,<1%,1%,<.5%,0%,1%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Yes,22%,34%,10%,26%,28%,25%,5%,21%,22%,24%,29%,18%,29%,16%,28%,20%,33%,23%,14%,24%,16%,26%,23%,19%,19%,22%,28%,20%,18%,35%
How satisfied are you with the way things are going in your life these days?,No,77%,64%,90%,73%,70%,73%,93%,77%,78%,72%,71%,80%,70%,81%,72%,78%,67%,75%,82%,75%,83%,74%,76%,79%,81%,75%,71%,80%,80%,60%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of this,<.5%,<.5%,0%,1%,0%,0%,0%,<.5%,0%,0%,<1%,0%,1%,0%,0%,0%,0%,0%,0%,1%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,2%,<1%,0%,1%,2%,2%,1%,0%,4%,0%,2%,0%,2%,0%,2%,0%,2%,4%,0%,1%,0%,1%,2%,0%,2%,1%,0%,2%,3%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Yes, multiple times",54%,55%,53%,39%,45%,64%,60%,52%,61%,48%,63%,50%,61%,48%,66%,54%,71%,55%,45%,50%,51%,66%,58%,46%,79%,37%,43%,81%,40%,48%
How satisfied are you with the way things are going in your life these days?,"Yes, just once",18%,22%,14%,26%,20%,13%,16%,18%,18%,17%,16%,19%,16%,18%,16%,20%,15%,24%,17%,14%,18%,9%,21%,16%,14%,22%,12%,12%,22%,26%
How satisfied are you with the way things are going in your life these days?,No,26%,22%,31%,33%,35%,23%,18%,29%,19%,33%,20%,29%,23%,32%,15%,26%,13%,18%,35%,34%,28%,21%,19%,37%,6%,38%,42%,6%,36%,24%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,1%,2%,1%,<1%,<.5%,6%,1%,1%,2%,1%,2%,0%,2%,3%,<1%,<1%,2%,2%,2%,3%,4%,2%,1%,<1%,3%,3%,1%,3%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Yes, you are a member",5%,7%,3%,6%,5%,7%,<1%,6%,4%,0%,2%,6%,1%,9%,4%,2%,<1%,1%,2%,5%,11%,3%,4%,5%,4%,5%,5%,5%,4%,9%
How satisfied are you with the way things are going in your life these days?,"Yes, another member of your household is a member",3%,3%,4%,2%,4%,3%,2%,5%,2%,1%,5%,2%,6%,4%,4%,<1%,5%,4%,3%,<1%,4%,7%,2%,4%,4%,4%,<1%,3%,4%,0%
How satisfied are you with the way things are going in your life these days?,"Yes, you and another member of your household are members",<.5%,<1%,0%,2%,0%,0%,0%,<.5%,0%,2%,<.5%,<1%,<1%,<.5%,0%,<1%,<1%,0%,<1%,0%,<1%,1%,0%,<1%,<.5%,<1%,0%,<.5%,<1%,0%
How satisfied are you with the way things are going in your life these days?,No,89%,88%,91%,86%,91%,88%,94%,87%,93%,91%,91%,88%,92%,84%,89%,94%,92%,92%,93%,92%,81%,85%,91%,89%,90%,89%,90%,90%,90%,88%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,2%,1%,2%,4%,<.5%,2%,3%,2%,<.5%,6%,1%,3%,0%,4%,3%,2%,1%,3%,<1%,2%,3%,4%,2%,2%,2%,2%,4%,1%,2%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
