itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_detroit,region_detroit_metro,region_east,region_north,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,"In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more: Israel or the Palestinians [pah-luh-stin-ians]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Israel,37%,41%,33%,19%,20%,42%,53%,39%,24%,24%,36%,37%,37%,41%,31%,22%,27%,35%,41%,32%,39%,23%,35%,44%,24%,49%,27%,24%,54%,33%
How satisfied are you with the way things are going in your life these days?,Palestinians,22%,19%,24%,39%,32%,15%,10%,20%,26%,31%,24%,21%,21%,20%,32%,27%,15%,26%,19%,17%,26%,23%,26%,15%,32%,14%,17%,30%,9%,35%
How satisfied are you with the way things are going in your life these days?,[VOL] Both equally (Includes neither),22%,22%,22%,13%,25%,24%,22%,20%,25%,28%,24%,20%,24%,18%,25%,27%,25%,26%,21%,23%,10%,25%,23%,18%,21%,20%,32%,23%,20%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,20%,19%,21%,29%,22%,20%,14%,20%,25%,18%,16%,22%,18%,21%,12%,25%,33%,13%,19%,28%,26%,29%,16%,23%,23%,17%,24%,24%,17%,12%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,What single news source do you turn to most often?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Fox News,12%,12%,12%,8%,11%,14%,12%,13%,11%,10%,7%,14%,9%,15%,2%,14%,17%,10%,7%,16%,21%,11%,9%,16%,2%,22%,4%,2%,26%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] CNN,9%,10%,8%,7%,6%,9%,15%,8%,18%,7%,11%,8%,8%,8%,21%,9%,9%,15%,9%,<1%,4%,9%,12%,5%,15%,5%,4%,15%,5%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] MSNBC,4%,2%,7%,1%,2%,2%,12%,5%,6%,<1%,5%,4%,5%,5%,5%,3%,14%,3%,3%,6%,4%,8%,3%,5%,9%,<.5%,5%,10%,0%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Public Radio/NPR/PBS,3%,3%,3%,<1%,6%,3%,2%,4%,1%,0%,6%,1%,8%,2%,2%,0%,0%,1%,4%,6%,2%,1%,3%,4%,5%,1%,1%,4%,2%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Talk radio/conservative personality,1%,1%,<1%,1%,<1%,1%,<1%,1%,0%,0%,1%,1%,1%,1%,0%,0%,0%,0%,2%,1%,3%,1%,0%,2%,0%,2%,0%,0%,3%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] National television networks, like CBS, NBC or ABC",10%,8%,12%,8%,3%,10%,18%,10%,14%,5%,9%,11%,8%,11%,12%,9%,8%,10%,14%,3%,9%,10%,12%,8%,18%,5%,1%,17%,4%,19%
How satisfied are you with the way things are going in your life these days?,"[VOL] Local broadcast news (includes non-talk, non-public local radio)",7%,6%,9%,2%,6%,10%,9%,7%,6%,13%,5%,9%,5%,8%,3%,12%,8%,3%,6%,20%,4%,7%,5%,10%,7%,7%,9%,7%,6%,9%
How satisfied are you with the way things are going in your life these days?,"[VOL] National print or online news organizations, like The New York Times or The Wall Street Journal",4%,4%,4%,6%,5%,4%,4%,4%,3%,8%,10%,2%,9%,2%,12%,3%,2%,5%,5%,1%,6%,2%,6%,3%,8%,<1%,6%,8%,<.5%,8%
How satisfied are you with the way things are going in your life these days?,[VOL] Local print or online news organizations,<1%,<1%,<1%,0%,1%,0%,3%,1%,0%,0%,<1%,1%,<1%,1%,0%,0%,0%,1%,<1%,0%,1%,0%,<1%,1%,<.5%,1%,<1%,<1%,<1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Social media,15%,14%,16%,30%,24%,10%,4%,14%,19%,15%,11%,17%,11%,16%,13%,19%,21%,16%,13%,13%,16%,13%,18%,10%,9%,20%,16%,8%,16%,15%
How satisfied are you with the way things are going in your life these days?,[VOL] Friends and family,<1%,<1%,1%,0%,4%,<.5%,0%,<.5%,<1%,4%,1%,<1%,<.5%,<.5%,2%,2%,2%,<.5%,2%,0%,0%,4%,<.5%,<1%,2%,<.5%,3%,2%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,"[VOL] International news sources (such as the BBC, Al Jazeera and The Guardian)",2%,1%,3%,4%,2%,3%,0%,3%,0%,0%,2%,2%,3%,3%,0%,0%,3%,3%,<1%,3%,2%,1%,3%,2%,3%,<1%,2%,2%,1%,2%
How satisfied are you with the way things are going in your life these days?,"[VOL] Aggregation sites (such as Bing, Google, Yahoo News or Apple News)",6%,8%,4%,6%,8%,8%,1%,6%,3%,9%,8%,5%,9%,4%,8%,5%,12%,7%,6%,6%,3%,7%,6%,6%,7%,5%,9%,8%,3%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Conservative news sites,<.5%,<1%,<.5%,0%,1%,<.5%,<.5%,<1%,0%,0%,<1%,<.5%,1%,<.5%,0%,0%,0%,0%,<.5%,<1%,2%,0%,<.5%,<1%,0%,<1%,0%,0%,1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Newsmax,3%,3%,2%,0%,2%,3%,4%,3%,<1%,0%,2%,3%,2%,4%,1%,0%,0%,3%,3%,3%,3%,0%,3%,3%,0%,5%,<1%,0%,6%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Liberal news sites (Such as Mother Jones and Occupy Democrats),<1%,<.5%,<1%,1%,<.5%,<.5%,<1%,<1%,0%,0%,1%,<.5%,2%,<.5%,0%,0%,1%,<1%,<1%,0%,<1%,3%,<.5%,0%,2%,0%,0%,2%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Doesn’t consume news,1%,2%,<.5%,<.5%,1%,2%,<1%,1%,2%,<.5%,<1%,1%,<1%,2%,2%,<1%,0%,<.5%,<1%,3%,4%,0%,<1%,3%,<1%,2%,0%,<.5%,2%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (includes no preference and the internet),13%,17%,8%,12%,10%,15%,9%,11%,12%,23%,10%,14%,8%,11%,9%,20%,4%,13%,15%,15%,10%,16%,13%,12%,9%,14%,24%,10%,16%,17%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,6%,6%,7%,12%,7%,4%,4%,7%,3%,4%,8%,6%,9%,7%,8%,2%,0%,8%,8%,3%,7%,4%,6%,7%,4%,7%,15%,4%,8%,2%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"How often, if ever, do you use social media, such as Facebook, Instagram, TikTok or others?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Often,44%,39%,51%,64%,56%,42%,25%,44%,46%,46%,45%,45%,44%,45%,47%,46%,43%,39%,44%,45%,59%,38%,48%,42%,38%,48%,50%,36%,48%,55%
How satisfied are you with the way things are going in your life these days?,Sometimes,22%,20%,24%,26%,18%,26%,18%,20%,23%,35%,22%,22%,19%,21%,30%,28%,25%,26%,22%,18%,18%,26%,22%,21%,23%,21%,21%,24%,20%,21%
How satisfied are you with the way things are going in your life these days?,Rarely,15%,17%,13%,6%,17%,17%,17%,15%,13%,16%,15%,14%,15%,15%,17%,13%,17%,15%,13%,18%,14%,22%,12%,17%,16%,14%,14%,15%,14%,20%
How satisfied are you with the way things are going in your life these days?,Never,18%,24%,12%,4%,9%,15%,39%,20%,18%,4%,17%,18%,20%,20%,6%,14%,14%,20%,20%,20%,9%,14%,18%,20%,22%,16%,11%,25%,17%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,<.5%,<.5%,0%,<1%,<.5%,<.5%,<.5%,0%,0%,<1%,<.5%,<1%,0%,0%,0%,0%,<1%,<1%,0%,0%,0%,<.5%,<1%,<.5%,0%,3%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If social media user)  How often, if ever, do you use TikTok?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Often,17%,13%,22%,44%,22%,11%,2%,16%,14%,29%,13%,20%,12%,18%,16%,23%,11%,18%,18%,15%,20%,15%,21%,13%,17%,17%,23%,12%,16%,28%
How satisfied are you with the way things are going in your life these days?,Sometimes,8%,7%,10%,14%,9%,12%,<1%,6%,14%,23%,8%,9%,5%,6%,17%,19%,9%,8%,9%,6%,10%,8%,8%,9%,8%,9%,8%,9%,8%,6%
How satisfied are you with the way things are going in your life these days?,Rarely,10%,8%,12%,7%,15%,10%,8%,9%,19%,6%,12%,9%,10%,9%,22%,9%,17%,10%,8%,10%,12%,10%,10%,9%,11%,10%,7%,11%,9%,13%
How satisfied are you with the way things are going in your life these days?,Never,46%,48%,44%,31%,45%,52%,49%,49%,35%,38%,49%,44%,51%,47%,38%,36%,49%,44%,44%,51%,48%,53%,42%,49%,43%,48%,48%,43%,50%,49%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Never use social media,18%,24%,12%,4%,9%,15%,39%,20%,18%,4%,17%,18%,20%,20%,6%,14%,14%,20%,20%,20%,9%,14%,18%,20%,22%,16%,11%,25%,17%,4%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Don't know/Refused,<.5%,<.5%,<.5%,0%,<1%,<.5%,<.5%,<.5%,0%,0%,<1%,<.5%,<1%,0%,0%,0%,0%,<1%,<1%,0%,0%,0%,<.5%,<1%,<.5%,0%,3%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How many hours per day do you spend playing video games?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,None at all,61%,58%,64%,28%,55%,69%,72%,60%,64%,58%,60%,60%,60%,60%,59%,61%,66%,60%,62%,59%,57%,54%,61%,62%,61%,61%,60%,63%,64%,46%
How satisfied are you with the way things are going in your life these days?,More than none but less than 1 hour,15%,19%,11%,27%,22%,11%,7%,15%,8%,25%,16%,14%,18%,14%,11%,18%,13%,13%,16%,17%,15%,15%,13%,17%,13%,14%,26%,12%,15%,22%
How satisfied are you with the way things are going in your life these days?,More than 1 hour but less than 2,11%,12%,10%,22%,11%,8%,8%,10%,13%,11%,13%,10%,11%,10%,22%,8%,9%,12%,10%,7%,17%,12%,12%,9%,11%,11%,12%,10%,8%,17%
How satisfied are you with the way things are going in your life these days?,More than 2 hours but less than 3,5%,5%,5%,8%,4%,4%,5%,5%,5%,6%,5%,5%,5%,5%,5%,6%,4%,3%,3%,8%,9%,6%,4%,6%,6%,5%,0%,5%,5%,<1%
How satisfied are you with the way things are going in your life these days?,More than 3 hours but less than 4,1%,2%,<1%,3%,2%,<1%,0%,1%,3%,0%,<1%,2%,1%,2%,0%,2%,5%,2%,1%,0%,0%,3%,2%,<.5%,1%,2%,0%,1%,<1%,<1%
How satisfied are you with the way things are going in your life these days?,More than 4 hours but less than 5,2%,1%,3%,4%,1%,2%,2%,2%,3%,0%,1%,2%,2%,3%,0%,2%,3%,5%,<1%,0%,0%,3%,3%,<.5%,2%,2%,0%,2%,<.5%,6%
How satisfied are you with the way things are going in your life these days?,5 hours or more,5%,4%,6%,7%,2%,6%,4%,5%,4%,0%,2%,6%,1%,7%,2%,2%,0%,5%,5%,8%,1%,6%,3%,6%,5%,5%,0%,5%,5%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<1%,<1%,<.5%,3%,0%,<.5%,<1%,<1%,0%,2%,<.5%,2%,0%,1%,0%,0%,<1%,2%,0%,1%,0%,1%,<1%,1%,<.5%,2%,1%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you yourself ever invested in, traded or used a cryptocurrency such as Bitcoin or Ether [ee-ther]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Yes,16%,22%,10%,31%,20%,13%,5%,15%,18%,20%,17%,16%,16%,14%,21%,18%,12%,20%,14%,14%,13%,13%,19%,13%,15%,18%,7%,14%,16%,19%
How satisfied are you with the way things are going in your life these days?,No,83%,76%,90%,69%,77%,87%,95%,85%,80%,77%,83%,83%,84%,86%,79%,79%,88%,79%,84%,86%,87%,84%,80%,87%,85%,81%,91%,86%,82%,81%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of this,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,1%,<.5%,0%,3%,0%,<.5%,<.5%,1%,3%,<.5%,1%,<.5%,0%,0%,3%,0%,1%,1%,0%,0%,3%,<1%,<.5%,<.5%,<1%,2%,0%,1%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Have you gotten any doses of a Covid-19 vaccine, including boosters?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Yes, multiple times",53%,50%,58%,46%,42%,52%,73%,55%,45%,51%,66%,47%,69%,49%,59%,43%,48%,52%,51%,55%,64%,52%,57%,50%,80%,33%,44%,83%,33%,49%
How satisfied are you with the way things are going in your life these days?,"Yes, just once",15%,15%,15%,16%,12%,17%,11%,12%,20%,25%,14%,15%,12%,13%,18%,24%,17%,19%,14%,7%,13%,20%,16%,11%,12%,15%,24%,9%,13%,35%
How satisfied are you with the way things are going in your life these days?,No,31%,35%,27%,37%,43%,31%,16%,31%,34%,24%,18%,37%,17%,38%,23%,32%,35%,29%,32%,37%,24%,28%,25%,38%,6%,52%,29%,6%,53%,16%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,<1%,<.5%,3%,<1%,0%,2%,1%,0%,2%,<.5%,3%,0%,0%,<1%,0%,<1%,3%,1%,0%,0%,2%,<1%,2%,<1%,3%,2%,<1%,<1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"Are you, or is any member of your household, a member of a labor union?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,"Yes, you are a member",12%,16%,8%,6%,14%,13%,13%,14%,9%,9%,8%,14%,8%,16%,9%,9%,8%,11%,16%,12%,7%,11%,11%,14%,13%,10%,18%,14%,12%,12%
How satisfied are you with the way things are going in your life these days?,"Yes, another member of your household is a member",7%,6%,8%,9%,7%,8%,4%,6%,10%,8%,9%,6%,9%,4%,7%,10%,10%,8%,5%,2%,13%,7%,6%,8%,6%,6%,12%,6%,7%,5%
How satisfied are you with the way things are going in your life these days?,"Yes, you and another member of your household are members",3%,2%,4%,2%,3%,2%,5%,4%,3%,0%,3%,3%,3%,4%,2%,<1%,3%,5%,4%,0%,0%,4%,4%,1%,3%,3%,2%,3%,4%,0%
How satisfied are you with the way things are going in your life these days?,No,77%,75%,79%,82%,74%,75%,78%,76%,77%,78%,78%,77%,79%,76%,73%,79%,70%,75%,74%,84%,81%,73%,78%,76%,76%,80%,64%,74%,77%,83%
How satisfied are you with the way things are going in your life these days?,[VOL] Don’t know/Refused,1%,1%,2%,0%,3%,2%,0%,<1%,1%,5%,3%,<1%,2%,0%,8%,<1%,9%,1%,<1%,1%,0%,5%,1%,<1%,2%,<.5%,4%,2%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"And just a few more questions for demographic purposes...Do you consider yourself politically liberal, moderate or conservative?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
