QTag,Question Text,Internal/External
WP9081,"Thinking about your work situation over the last seven days, have you been employed by an employer from who you receive money or goods? (Asked in 2009.)",External
WP9083,"Again thinking about the last seven days, were you self-employed? This means earning money or supporting yourself or a family by working for yourself (freelancing) or working for your own or your family's business. Self-employment also includes fishing, doing farm work, or raising livestock for either your own or your family's farm or ranch. (Asked only of those not employed by an employer for at least 30 hours per week.)",External
WP9086,"In the past 12 months, did this household receive help in the form of money or goods from another individual . . . ?",External
WP9090,Do you approve or disapprove of the job performance of President Traian Basescu?,External
WP9095,"Thinking about all the members of this household who are 15 years old or older, including yourself, how many active cellular telephone numbers do they have in total? (Asked only of those who have a cell phone.)",External
WP9099,"Which of the following is the most important thing for you in the next 10 years: Career, family, faith, or something else?",External
WP91,"In the city or area where you live, are you satisfied or dissatisfied with the public transportation systems?",External
WP9104,"In general, do you mostly agree or mostly disagree with the following? Knowing people in high positions is critical to getting a job in this country.",External
WP9105,Which country are you a national of? (Total sample.),External
WP9118,"Many Muslims around the world have said that to improve relations with the Muslim world the West must show greater respect for Muslims and Islam. I'm interested in knowing how meaningful each of the following actions might be to you, personally. Please respond using a 5-point scale, where a 1 means not meaningful at all and a 5 means very meaningful. An accurate portrayal of Muslims in Western films and TV shows.",External
WP9127,Please indicate if you agree or disagree with the following statements: I am respected when I practice my religion in public.,External
WP9128,Please indicate if you agree or disagree with the following statements: There is a place or person I can turn to to fairly resolve disputes in my family.,External
WP9131,Are you aware of any services or organizations that help people find jobs?,External
WP9132,Have you ever used any of these services to help find a job? (asked only of those that are aware of services that help people find jobs),External
WP9138,If respondent has a cell/mobile phone ask to see it. (Asked only of those with a mobile phone.),External
WP9140,Would you recommend this network provider to a friend? (Asked only of those who have a cell phone.),External
WP9141,What would be the main reason for you to change providers? (Asked only of those with a cell phone.),External
WP9142,How do you usually recharge your mobile phone battery? (Asked only of those who have a cell phone.),External
WP9143,"Usually, when you need to recharge your mobile phone battery, do you easily find a place with electricity to charge it? (Asked only of those who have a cell phone.)",External
WP9144,How many active SIM cards do you have? (Asked only of those who have a cell phone.),External
WP9145,Why don't you have a mobile phone? (Asked only of those who do not have a cell phone.),External
WP9146,"Most of the time, how do you make personal calls?",External
WP9147,"Most of the time, how do you receive personal calls?",External
WP9148,Do you believe the President should declare his assets?,External
WP915,"Here are some aspects of life that some people say are important to them. Please look at them and categorize them into three separate categories: those that are essential and you cannot live without, those that are very important, and those that are useful but that you can live without. Being committed to a social/human cause.",External
WP9150,Do you personally have a bank account?,External
WP9151,Which banking service is the most important to you? (Asked only of those who have a bank account.),External
WP9153,Why don't you have a bank account? (Asked only of those who do not have a bank account.),External
WP9154,"What is the most important reason people, like you, save money?",External
WP9155,Do you belong to any community savings group/savings club?,External
WP9156,Imagine you wanted to start a business and needed money to start the business. Where would you primarily go?,External
WP9157,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Friends.",External
WP9158,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Family.",External
WP9159,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Community groups/savings clubs.",External
WP916,"Here are some aspects of life that some people say are important to them. Please look at them and categorize them into three separate categories: those that are essential and you cannot live without, those that are very important, and those that are useful but that you can live without. Having a comfortable economic life.",External
WP9160,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Banks.",External
WP9161,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Moneylenders.",External
WP9162,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Microfinance institutions or companies, which help people to obtain small loans for a business with interest.",External
WP9163,"I'm going to read out various sources where one can borrow money from for business purposes. For each of them, could you tell me if you would ever consider them? Church/Mosque.",External
WP9164,"Are you aware of any institution/company in your community helping people with microfinancing, i.e., helping people like you to obtain small loans with interest for a business?",External
WP9165,"Over the past year, have you borrowed money from any financial institution, i.e., bank, community savings group/savings club, microfinance institution, moneylender?",External
WP9166,"Imagine a ladder with steps numbered from 0 at the bottom to 10 at the top. Suppose the top of the ladder represents that you are highly satisfied with your sex life, and the bottom represents that you are highly dissatisfied with your sex life. Please tell me the number of the step which you think best represents your current satisfaction with your sex life.",External
WP9167,Do you agree or disagree with the following statements? All men should be circumcised.,External
WP9168,Do you agree or disagree with the following statements? Male circumcision reduces the risk of being infected with HIV/AIDS.,External
WP9169,Do you agree or disagree with the following statements? Female circumcision/genital mutilation is a normal practice for all women.,External
WP917,"Here are some aspects of life that some people say are important to them. Please look at them and categorize them into three separate categories: those that are essential and you cannot live without, those that are very important, and those that are useful but that you can live without. Having an enriched religious/spiritual life.",External
WP9170,Do you agree or disagree with the following statements? Female circumcision/genital mutilation should be made illegal.,External
WP9171,Do you agree or disagree with the following statements? Female circumcision/genital mutilation is necessary to ensure a woman remains a virgin before marriage.,External
WP9172,Do you agree or disagree with the following statements? Female circumcision/genital mutilation ensures women are not too interested in sex.,External
WP9173,Do you think life can ever be the same again after being raped?,External
WP9174,Which of the following diseases are serious problems in your country? Complications linked to childbirth.,External
WP9176,Have you personally ever seen a condom?,External
WP9177,Have you ever used a condom? (Asked only of those who have personally seen a condom.),External
WP9178,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Vaginal sex.",External
WP9179,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Share needles.",External
WP918,"Here are some aspects of life that some people say are important to them. Please look at them and categorize them into three separate categories: those that are essential and you cannot live without, those that are very important, and those that are useful but that you can live without. Having a government that governs wisely.",External
WP9180,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Blood transfusions.",External
WP9181,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Mosquito bites.",External
WP9182,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Being breathed on.",External
WP9183,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Deep kissing.",External
WP9184,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Touching.",External
WP9185,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Sharing food.",External
WP9186,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Witchcraft.",External
WP9187,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Anal sex.",External
WP9188,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Oral sex.",External
WP9189,"I'm going to read out various ways of how people can get HIV/AIDS. For each of them, could you tell me if you agree or disagree that people can get HIV/AIDS that way? Homosexual sex.",External
WP9190,Are there any people in your household who died over the past 12 months?,External
WP9191,How many people in your household have died in the past 12 months? (Asked only of those who have had a household member die in the past 12 months.),External
WP9192,How old was that person? (asked only of those who have had a household member die in the past 12 months),External
WP9194,How was this person related to you? (asked only of those who have had a household member die in the past 12 months),External
WP9195,Do you personally believe in witchcraft?,External
WP9196,Do witch doctors do good things or bad things to people?,External
WP9197,What would be the main reason for people to go and see a witch doctor?,External
WP9198,What should be the sanction for anyone convicted of witchcraft?,External
WP9199,Do you agree or disagree with the following statements? A witch doctor is a representative of a deity.,External
WP92,"In the city or area where you live, are you satisfied or dissatisfied with the roads and highways?",External
WP9200,Do you agree or disagree with the following statements? A person can protect him or herself from a witch doctor through prayer.,External
WP9201,Do you agree or disagree with the following statements? A person can pay a witch or wizard to place a spell on someone.,External
WP9202,Do you agree or disagree with the following statements? Some people say it is better to lie in a church or mosque than to lie to a witch doctor.,External
WP9203,Do you agree or disagree with the following statements? Witch doctors are important members of the community.,External
WP9204,Do you agree or disagree with the following statements? Body parts are important tools for the witch doctors.,External
WP9247,"Now I am going to read you a series of statements about the sale or movement of illegal drugs through this country. Illegal drugs does not mean counterfeit medicines made for health issues but rather drugs like marijuana, cocaine, heroin, khat, hallucinogens, methamphetamines, etc. Please tell me whether you agree or disagree with each statement. The sale of illegal drugs is increasing in the city or area where you live.",External
WP9248,"Now I am going to read you a series of statements about the sale or movement of illegal drugs through this country. Illegal drugs does not mean counterfeit medicines made for health issues but rather drugs like marijuana, cocaine, heroin, khat, hallucinogens, methamphetamines, etc. Please tell me whether you agree or disagree with each statement. Foreigners are responsible for the increased sale of illegal drugs.",External
WP9249,"Now I am going to read you a series of statements about the sale or movement of illegal drugs through this country. Illegal drugs does not mean counterfeit medicines made for health issues but rather drugs like marijuana, cocaine, heroin, khat, hallucinogens, methamphetamines, etc. Please tell me whether you agree or disagree with each statement. Foreigners are using this country as a place to move illegal drugs to other parts of Africa, Europe, or the United States.",External
WP9250,"Now I am going to read you a series of statements about the sale or movement of illegal drugs through this country. Illegal drugs does not mean counterfeit medicines made for health issues but rather drugs like marijuana, cocaine, heroin, khat, hallucinogens, methamphetamines, etc. Please tell me whether you agree or disagree with each statement. The sale of illegal drugs increases corruption in this country.",External
WP9251,"Now I am going to read you a series of statements about the sale or movement of illegal drugs through this country. Illegal drugs does not mean counterfeit medicines made for health issues but rather drugs like marijuana, cocaine, heroin, khat, hallucinogens, methamphetamines, etc. Please tell me whether you agree or disagree with each statement. The movement of illegal drugs increases corruption in this country.",External
WP9252,Some people say that Thambo Mbeki should not have stepped down as president. Do you agree or disagree with them?,External
WP9256,"In your opinion, what would be the most successful way of improving the lives of people in your community?",External
WP9257,"If the West had to stop all aid to your country, do you think life for you and your family would be more difficult, less difficult, or it wouldn't make any difference?",External
WP9258,"Who should have the main responsibility for reducing poverty in your community? Should it be the government, donors, or the community itself?",External
WP9284,Are you satisfied or dissatisfied with the performance of the Grand Coalition Government so far?,External
WP9285,"In your opinion, what should be the sanction, if any, for people involved in the post-election violence?",External
WP9286,"Where do you believe it would be fairer to try people involved in post-election violence, in Kenya or in The Hague?",External
WP9287,What is the main contributor of famine in Kenya?,External
WP93,"In the city or area where you live, are you satisfied or dissatisfied with the educational system or the schools?",External
WP933,"With respect to how much attention you pay to current affairs, would you say that you…?",External
WP935,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Forcing one's opinion over own children.,External
WP936,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Not living in harmony with those who do not share your opinion or values.,External
WP937,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Divorce.,External
WP938,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Sacrificing one's life for what one believes in.,External
WP9385,Do you think all the countries in the East African Community should use a single currency?,External
WP9386,"Do you think to have a single currency across the EAC is a good idea, or not?",External
WP9387,"One of the objectives of the EAC is to allow people to move freely to another country for work, without the need of a working permit.  Do you personally believe that this is a good idea or bad idea?",External
WP9388,Do you think it is a good idea or a bad idea for the EAC to have one President for all of the countries in the EAC?,External
WP9389,"Do you personally believe that this political Federation is likely to work, or not?",External
WP939,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. The ouster of Saddam Hussein's government in Iraq by U.S. and British forces.,External
WP9390,"In your opinion, where should the capital of the EAC Federation be?",External
WP9391,"Overall, do you believe your country is most likely going to gain from the EAC, or lose?",External
WP9392,Are you aware of Vision 2030?,External
WP94,"In the city or area where you live, are you satisfied or dissatisfied with the quality of air?",External
WP940,"There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Events of Sept 11th in USA, that is, the attack on the World Trade Center and the Pentagon.",External
WP9405,"Different people have different opinions about how best to govern this country. In your opinion, which of these do you think is the best possible way to govern this country? ",External
WP9407,How would you describe your ___________? ,External
WP9409,How frequently do you receive money or goods from people living in this country? (Asked only of those who receive money or goods from people living in the country.),External
WP941,There are many acts some people may do in life. I will read out to you a number of these acts. I would like you to indicate to which extent it can be morally justified. Other attacks in which civilians are the target.,External
WP9411,How frequently do you receive money or goods from people living outside this country? (Asked only of those who receive money or goods from people living outside the country.),External
WP9412,"The term  globalization  refers to the growing economic and cultural integration among societies around the world. Globalization has been found to have both positive and negative aspects. I would like to ask you several questions about your opinion of globalization. Has globalization generally increased the level of awareness of the outside world within this country, or not?",External
WP9413,"The term  globalization  refers to the growing economic and cultural integration among societies around the world. Globalization has been found to have both positive and negative aspects. I would like to ask you several questions about your opinion of globalization. Has globalization generally helped the people of this country, or not?",External
WP9414,"The term  globalization  refers to the growing economic and cultural integration among societies around the world. Globalization has been found to have both positive and negative aspects. I would like to ask you several questions about your opinion of globalization. Has globalization helped to increase the number of jobs in this country, or not?",External
WP9415,"The term  globalization  refers to the growing economic and cultural integration among societies around the world. Globalization has been found to have both positive and negative aspects. I would like to ask you several questions about your opinion of globalization. Has globalization contributed to rising prices in this country, or not?",External
WP9417,Is there someone in your immediate/close family who already owns and operates a business?,External
WP9418,When did you start your business? (Asked only of those who own a business.),External
WP9419,"In the past 12 months, have you discontinued or quit a business you owned or managed, including any form of self-employment that involved selling goods or services to anyone? (Do not include a business that was sold.)",External
WP9438,Which country are you a national of? (Filtered),External
WP9452,"Do you approve or disapprove of the job performance of the Prime Minister of Russia, V.V. Putin?",External
WP9455,Have you done any preparation for this move (asked only of those who are planning to move to another country in the next 12 months),External
WP9457,What was the primary reason for this person to go abroad? (Asked only of those who have a family member who moved to a foreign country in the past five years.),External
WP9458,With which of the following do you personally identify most? Your . . . ?,External
WP9461,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Signed a petition or letter.",External
WP9462,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Written or called the media.",External
WP9463,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Taken part in a boycott.",External
WP9464,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Taken part in a sanctioned demonstration.",External
WP9465,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Taken part in a non-sanctioned demonstration.",External
WP9466,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Taken part in a sanctioned strike.",External
WP9467,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future.  Taken part in a non-sanctioned strike.",External
WP9468,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Occupied buildings or offices.",External
WP9469,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Sign a petition or letter.",External
WP9470,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Write or call the media.",External
WP9471,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Take part in a boycott.",External
WP9472,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Take part in a sanctioned demonstration.",External
WP9473,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Take part in a non-sanctioned demonstration.",External
WP9474,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Take part in a sanctioned strike.",External
WP9475,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Take part in a non-sanctioned strike.",External
WP9476,"I will read out various forms of political activities. For each one, please tell me whether you have done it or not, and whether you would do it in the future. Occupy buildings or offices.",External
WP9478,Which of the following statements best describes your opinion?,External
WP9479,Please tell me what you think the ideal relationship between the CIS countries should be? (Not asked of those who think there is no need for cooperation among CIS countries.),External
WP9488,"In your opinion, which political system exists at the present time in this country?",External
WP9489,Where are the best opportunities? (First response; asked only of those who think there are better opportunities outside of Russia.),External
WP9492,"Generally speaking, would you say that secondary education in this country is better than secondary education in Western countries, about the same, or worse?",External
WP9493,"Ideally, if you had the opportunity, would you like to go to another country to study or to participate in a work-study program, or not?",External
WP9494,To which country? (Asked only of those who would like to study in another country.),External
WP9495,Are you planning to go study or participate in a work-study program in another country in the next 24 months? (Asked only of those who would like to study in another country.),External
WP9496,To which country? (Asked only of those who are planning to study in another country in the next 24 months.),External
WP9497,"Have you done any preparation for this; for example, started to learn the necessary language, filled out applications to study, applied for a visa, purchased the ticket, etc.? (Asked only of those who are planning to study in another country in the next 24 months.)",External
WP9498,"Ideally, if you had the opportunity, would you like to go to another country for temporary work, or not?",External
WP9499,To which country? (Asked only of those who would like to work in another country temporarily.),External
WP95,"In the city or area where you live, are you satisfied or dissatisfied with the quality of water?",External
WP9500,Are you planning to go to another country for temporarily work in the next 24 months? (Asked only of those who would like to work in another country temporarily.),External
WP9501,To which country? (Asked only of those who plan to go to another country for temporary work in the next 24 months.),External
WP9502,"Have you done any preparation for this; for example, found a job, applied for a visa, purchased the ticket, or saved money for the ticket, etc.? (Asked only of those who plan to go to another country for temporary work in the next 24 months.)",External
WP9504,"Were any members of your household studying or in a work-study program in another country in the past 10 years, or not? (Including countries of the former Soviet Union.) ",External
WP9508,There are a lot of talks about the world financial-economic crisis. How do you think it has affected your country? ,External
WP9509,"How would you evaluate the information about the financial-economic crisis in this country that you get from television, radio, newspapers, and magazines? ",External
WP9520,"In your opinion, which currency is the most profitable and safe to keep money in: local currency, dollars, or Euros? ",External
WP9521,Which side of the military conflict in South Ossetia in August 2008 did you support: Georgia or Russia?,External
WP9526,There are different opinions on the relations of Georgia and Russia. Can you tell me with which of the following statements you agree most? ,External
WP9527,"When do you think, if ever, Georgia and Russia will become friendly again?   ",External
WP9533,"In your opinion, is domestic violence a serious problem for our country or not?",External
WP9534,"A man regularly beats his wife and children. The wife reported the violence to police. Should the man be able to keep living in the same apartment with his family during consideration of the complaint, or should he be forcibly evicted from his home while pending?",External
WP9549,Have you ever lived in a foreign country (including countries of the former Soviet Union) for more than six months?,External
WP9571,"Generally speaking, would you say that secondary education in Georgia is better than secondary education in Russia, about the same, or worse? ",External
WP9572,"In your opinion, should this country recognize independence of Abkhazia and South Ossetia or not? If you find it difficult to answer the question, please explain why.",External
WP9600,"Do you approve or disapprove of the job performance of the Prime Minister of Ukraine, J. Timoshenko?",External
WP9601,"Some people believe that gases from motor vehicles and factories contribute to global warming. Some countries with developed economies such as the United States, Germany, and Japan have been emitting these gases for many years; however, emissions are growing quickly in countries with fast-growing economies such as China, India, and Brazil. Which group of countries should reduce emissions first? ",External
WP9608,"The Employee Engagement Index classifies respondents into three categories: engaged employees, not engaged employees, and actively disengaged employees.",External
WP9614,How long do you believe the Government of National Unity is going to last? ,External
WP9615,Do you agree or disagree with the creation of the Government of National Unity?,External
WP9616,"In your opinion, what is the biggest obstacle for the Government of National Unity to overcome?",External
WP9617,"I'm going to read a series of statements that people have said, and I would like you to tell me if you agree or disagree with each of them. President Mugabe should have stepped down after losing the first round of elections last year.",External
WP9618,"I'm going to read a series of statements that people have said, and I would like you to tell me if you agree or disagree with each of them. The opposition was right not to run for the second round of elections.",External
WP9619,"I'm going to read a series of statements that people have said, and I would like you to tell me if you agree or disagree with each of them. White farmers who have been illegally evicted from their land should be allowed to get back to their farms.",External
WP9620,Dropping the Zimbabwe dollars for the USD: Do you think it's a good idea or a bad idea?,External
WP9621,Dropping the Zimbabwe dollars for the Rand: Do you think it's a good idea or a bad idea?,External
WP9624,Would you say that you . . . ?,External
WP9628,Which bank do you use? (Asked only of those who have a bank account.),External
WP9639,"Besides yourself, is there anyone else working in your business? (Asked only of those who own a business.)",External
WP9641,"Please think about other businesses like yours. If you compare the profit (the amount remaining at the end of the year after paying all expenses, including salaries) that these businesses are making today with their profit five years ago, would you say it is now much higher, a little bit higher, about the same, a little bit lower, or much lower? (Asked only of those who own a business.)",External
WP9642,"And in the next five years, do you expect other businesses like yours to make a profit that might be much higher, a little bit higher, about the same, a little bit lower, or much lower than it is today? (Asked only of those who own a business.)",External
WP9643,Do you have a written business plan that supports those projections? (Asked only of those who own a business.),External
WP9644,Does your plan address being involved in community activities? (Asked only of those who own a business and have written a business plan.),External
WP9645,Does your plan address donating time or money to organizations that help the community or country? (Asked only of those who own a business and have written a business plan.),External
WP9646,"In addition to your most recent business, have you ever started other businesses? (Asked only of those who own a business.)",External
WP9647,How many businesses have you ever started? Please also include any that no longer exist. (Asked only of those who own a business and have started other businesses.),External
WP9694,"The U.S. president announced an increase in the amount of troops sent to Afghanistan. Do you think additional U.S. troops will help stabilize the security situation in the southern provinces, or not?",External
WP9699,"You mentioned that you have Internet access at home. Is your Internet service broadband/high speed, or not? (asked only of those who have internet access at home)",External
WP97,"In the city or area where you live, are you satisfied or dissatisfied with the availability of quality healthcare?",External
WP9700,Within the past 12 months: Have you  __________? Had a relative or close friend kidnapped,External
WP9701,Within the past 12 months: Have you  __________? Had a relative or close friend murdered,External
WP9702,"Do you personally know of a child who was beaten or physically mistreated by his or her parents, guardians, or any extended family in the past 30 days?",External
WP9703,Have you or someone you personally know reported this particular case to official authorities or an institution? (asked only of those who know a child who has been physically abused),External
WP9704,"Do you personally know of a child who was verbally or emotionally mistreated by his or her parents, guardians, or any extended family in the past 30 days?",External
WP9705,Do you have confidence in official institutions or authorities in this to be effective in solving child mistreatment problems?,External
WP9707,"In this country, do you have confidence in each of the following, or not? How about  __________? Private Corporations",External
WP9708,"Now thinking of the president of the United States, do you approve or disapprove of the job performance of  Barack Obama?",External
WP9709,"Do you think the relationship between Latin American countries and The United States will strengthen, remain the same, or weaken with the new president Barack Obama?",External
WP971,The time for a better understanding between the West and the Arab/Muslim world will probably...,External
WP9713,"When it comes to managing money, which of the following statements best describes you? ",External
WP9714,"Do you currently have a plan, idea, or invention in mind to make extra money?",External
WP9715,"Are you currently a member of any social networking media, such as Facebook, Twitter, MySpace, LinkedIn, etc., or not?",External
WP9716,Which of the following are you currently a member of: Facebook (asked only of those who said they are a member of a social networking media),External
WP9717,Which of the following are you currently a member of: Twitter  (asked only of those who said they are a member of a social networking media),External
WP9718,Which of the following are you currently a member of: MySpace  (asked only of those who said they are a member of a social networking media),External
WP9719,Which of the following are you currently a member of: LinkedIn  (asked only of those who said they are a member of a social networking media),External
WP972,"For a better coexistence between Western societies and Arab/Muslim world, I think that the Western societies . . . ?",External
WP9720,Which of the following places would you consider to be the best tourist destination? (1st response),External
WP9723,"In the next 12 months, do you expect the amount of this help to  increase,  decrease, or stay the same? (asked only of those who have received money or goods from another individual)",External
WP9724,Do you currently work full time at your business? (asked only of those who own a business),External
WP9725,"If for any reason you had to stop working in your business today, would it still stay in business or would it go out of business? (asked only of those who own a business)",External
WP9726,"The way things are going in your business today, do you think your business will make a profit this year? That is, will it leave earnings at the end of the year after paying for all the expenses, including all salaries? (asked only of those who own a business)",External
WP9727,"Comparing the performance of your business with the expectations you had when you started it, would you say that your business has done? (asked only of those who own a business)",External
WP9728,Do you have a written business plan that supports your business projections for this year? (asked only of those who own a business),External
WP9729,"In addition to this business (your most recent business), have you ever started other businesses before? (asked only of those who own a business)",External
WP973,"With respect to a better understanding between the Western and Arab/Islamic cultures, it is an issue that . . . ?",External
WP9730,How many businesses have you ever started? Please also count the ones that might no longer exist. (asked only of those who own a business AND who have ever started more than one business),External
WP9731,Do you have relatives or close friends who are Jewish?,External
WP9732,"In the past 5 years, do you think the situation of the Jewish community in this country has gotten better, gotten worse, or remained the same?",External
WP9733,Do you think the Jewish community in this country helps or hinders the development of the country?,External
WP9752,Did you vote in the last presidential election?,External
WP9753,Some people say that there was interference with the voting process while others say there was no interference with the voting process. Would you say that there was interference or that there was no interference with the voting process?,External
WP9754,Some people say that the elections were honest while others say they were not honest. Would you say that the elections were honest or were not honest?,External
WP98,"In the city or area where you live, are you satisfied or dissatisfied with the availability of good, affordable housing?",External
WP9811,EDUCATION_CAT,External
WP9830,Please tell me whether you agree or disagree with this statement:The sale of illegal drugs is increasing in the city or area where you live.,External
WP9838,The government recently sent the military into the Niger Delta to fight the militants. Do you think that was a good thing or a bad thing for the government to do?,External
WP9839,"Do you know if the government has said it will not prosecute (that is, said it will give amnesty to) the militants in the Niger Delta?",External
WP984,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about France?",External
WP9840,Do you think the militants should accept an offer of amnesty?,External
WP9841,"As part of an amnesty, the militants will be asked to turn in (that is, hand over) their weapons. Do you think the militants will hand over ALL of their weapons, MOST of their weapons, SOME of their weapons, or NONE of their weapons?",External
WP9842,"Besides amnesty, what one other thing, if any, should the government offer to the militants?",External
WP9843,How long do you think the Government will keep the offer of amnesty open to the militants?,External
WP985,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about the United States?",External
WP986,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about Great Britain?",External
WP987,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about China?",External
WP988,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about Russia?",External
WP989,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about Germany",External
WP9894,Do you believe Muslims are accurately portrayed in Western films and TV shows?,External
WP9895,Are you enrolled in school?,External
WP9896,"In the city or area where you live, do you have access to the Internet?",External
WP9897,"If you were unemployed and looking for work for more than six months, would you be willing to do the following? Take a job beneath your academic credentials, skills, or training",External
WP9898,"If you were unemployed and looking for work for more than six months, would you be willing to do the following? Start your own business",External
WP9899,"If you were unemployed and looking for work for more than six months, would you be willing to do the following? Re-train in a different career field",External
WP99,"In the city or area where you live, are you satisfied or dissatisfied with the beauty or physical setting?",External
WP990,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about Turkey?",External
WP9900,"If you were unemployed and looking for work for more than six months, would you be willing to do the following? Relocate to another city within this country ",External
WP9901,"If you were unemployed and looking for work for more than six months, would you be willing to do the following? Relocate to another country ",External
WP9902,"If you were unemployed and looking for work for more than six months, would you be willing to do the following? Perform home-based work",External
WP9903,Would you say that the leadership in this country maximize on the potential of youth?,External
WP9904,Would you say that youth within this country take responsibility for their own futures?,External
WP9905,"In general, do you have a favorable or an unfavorable opinion of entrepreneurs?  (By entrepreneurs, I mean people who are responsible for starting and running their own businesses.)",External
WP9906,Please indicate why you have a favorable or unfavorable opinion of entrepreneurs. (asked only of those who have an opinion of entrepreneurs).,External
WP9907,"If you have ever refused a job, what was the main reason? (asked only of those who have ever refused a job)",External
WP991,"In general, what opinion do you have of the following nations? You can express your extent of your favorability on a 5-point scale, where 1 is very unfavorable and 5 is very favorable. What about Saudi Arabia?",External
WP9913,Do the majority of people working in this country receive fair pay for the work or job they do?,External
WP9914,Are a majority of the people in this country worried about losing their jobs/employment in the next 6 months?,External
