ResponseId,Student,Q1,QNEW,Q2,Q3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7_x1,Q7_x4,Q7_x5,Q7_x6,Q7_x7,Q7_x8,Q7_x9,Q7_x10,Q7_x11,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q17,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q21_1,Q21_2,Q21_3,Q21_4,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_10_TEXT,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q34,Q35,Q36,Q37,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,QPID100,Q260,Q270,R01,R02,R03_1,R03_2,R03_3,R03_4,R03_5,R03_6,R03_7,R03_8,R03_9,R03_10,R04,xacslang,xhhno,xhispan,xppracem,xspanish,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,PPREG9,weight
R_7EPP2ClxfhujZ8R, ,1,1,2,4,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,6,5,6,6,6,1,1,4,6,2,6, , , , , , , , ,2,1,2, ,2,2,2, ,2, ,1,1,1,1,1,1,-1,-1,-1,-1, ,-1,-1, ,-1,-1,-1,-1,-1, , , , ,-1,-1,-1,-1,-1,-1,-1, , ,-1,-1,-1,-1,-1,-1,-1, ,-1, ,-1,-1,-1,-1,-1,-1,-1,-1, ,-1, ,-1,-1,-1, ,-1,-1, , , ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,1,1, , , , , , , , , , ,1,2,981793,2,1,1,1,19,2,2,4,2,3,1,4,5,1,3,1,74,3,3,0,7,0.3202
R_1WDOpOpHj3bLmNP, ,1,2,1,3,3,3,1,2,1,1,1,2,1,3,4,4,2,4,4,4,4,4,4,1,3,7,7,1,7,7,7,7,7,1, , , , , , , , ,4,2,1, ,1,1,1, ,1, ,2,2,2,2,2,1,1,5,1,5, ,1,1, ,1,2,1,2,2, , , , ,2,2,1,2,2,2,2, , ,3,4,3,3,1,1,2, ,1, ,0,0,0,0,0,0,0,1, ,2, ,2,2,2, ,2,2, , , ,3,2,2,3,1,1,1,0,0,1,1,0,1,1,0,1,0,0, ,3,1,1,2,2,1,2,2,1,2,2,2,2,1,4,4,4,4,3,3,2,1,1,1, , , , , , , , , , ,1,5,982277,1,1,1,3,18,3,3,1,1,6,1,5,5,1,4,1,82,3,3,3,8,0.6989
R_25bGxgLnaAGYe8p,3,1,1,1,2,2,2,3,3,3,2,4,2,2,2,3,2,2,3,2,2,2,2,2,5,5,5,5, , , , , , , ,5,4,5,5,3,4,4,5,3,1, ,3,3,3, ,3, ,3,2,2,2,2,1,1,1,4,4, ,3, ,4,4,3,2,3, , ,1,1,2,3, , ,3,2,1, , ,1,2,3,4,3,3,1,1, ,2, ,1,0,0,1,1,0,0,0,0,1, ,1, , , ,1, , ,2,1,2,2,2,3,2,2,2,3,0,0,0,0,1,1,0,0,0,0,0, ,4,4,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,13,6,2, ,1,3, , , , , , , , ,1,1,982289,2,1,1,1,20,1,1,4,1,4,1,5,5,1,3,1,74,3,3,1,7,1.0868
R_6H0P9l4lnNu7ghC, ,1,2,1,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,5,5,5,5, , , , , , , ,5,5,5,5,5,5,5,5,2,2, ,2,2,2, ,2, ,2,1,1,1,1,1,1,2,3,3, ,3, ,3,3,2,3,5, , ,1,1,1,1, , ,1,1,1, , ,1,1,2,1,2,2,2,2, ,2, ,2,1,0,0,1,0,0,1,0,1, ,1, , , ,1, , ,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,3, ,2,2,2,2,3,3,3,1,2,2,2,2,2,1,2,2,2, ,1,2, , , , , , , , ,1,5,982606,1,1,1,3,20,3,3,1,2,4,1,4,5,1,2,1,34,3,4,0,3,0.4765
R_3EhH9LJl2GNWHXZ,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,3,2,3,6,4,7,7, , , , , , , ,5,5,5,4,5,6,7,4,4,1, ,1,1,2, ,1, ,1,3,2,1,1,2,2,2,1,1, ,4, ,1,1,2,2,3, , ,2,2,2,2, , ,1,2,2, , ,1,1,4,1,4,4,1,1, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,3,2,1,1,1,2,2,0,0,1,1,0,1,1,1,1,0,0,-1,2,2,2,1,1, ,2,2,2,2,1,2,2,1,3,3,2,3,3,1,2,1,6, ,3,3,3,3,1,2, , , , ,1,5,957167,1,1,1,3,22,3,3,1,1,6,1,7,5,1,3,1,57,1,6,0,5,1.7681
R_6QzgU3TMhw6Lor8, ,2,2,2,4,5,2,3,3,2,5,4,4,1,3,2,3,4,2,2,4,2,3,3,1,1,1,1, , , , , , , ,2,5,2,7,-1,-1,1,2,1,1, ,4,4,4, ,4, ,4,2,2,2,2,2,2,2,1,1, ,1, ,1,1,1,2,1, , ,1,1,2,1, , ,1,1,1, , ,-1,1,4,4,2,3,1,2, ,2, ,2,0,0,0,0,0,0,1,0,1, ,2, , , ,2, , ,2,2,2,1,2,1,2,1,1,1,0,0,1,1,0,1,1,1,1,1,0, ,2,2,2,3,3, ,2,2,2,2,-1,1,3,1,3,4,3,4,4,6,13,6,1,1, , , , , , , , , , ,1,1,982819,3,1,2,3,21,3,3,4,2,2,3,1,1,1,1,2,21,1,2,0,2,0.5511
R_2f9upBC2ajaAQF7, ,1,2,1,1,1,1,1,1,1,3,1,1,1,2,3,3,3,4,3,1,3,3,3,4,3,5,5,7,4,5,1,3,3,6, , , , , , , , ,4,1,1, ,1,3,2, ,2, ,1,1,1,1,1,2,2,2,2,1, ,1,1, ,3,2,4,1,3, , , , ,3,3,2,1,2,3,1, , ,4,1,4,2,2,2,2, ,2, ,1,1,0,0,0,0,1,0, ,1, ,2,2,2, ,2,1, , , ,1,1,4,2,1,2,3,0,1,0,0,0,0,0,0,1,0,0, ,3,3,4,3,1, ,1,1,1,2,1,2,2,1,3,3,3,3,2,2,13,6,1,1, , , , , , , , , , ,1,1,982900,2,1,1,1,22,1,1,4,2,3,3,7,5,1,4,2,91,2,3,0,9,0.8196
R_51yfaAaV45ogFNv, ,3,2,1,2,1,1,2,1,1,1,1,1,1,4,4,3,3,4,4,3,3,4,3,1,5,6,7, , , , , , , ,7,1,7,-1,-1,2,2,7,4,2, ,2,1,2, ,1, ,2,3,2,3,1,3,2,2,3,2, ,1, ,-1,2,-1,1,4, , ,1,3,2,1, , ,1,2,1, , ,1,1,4,3,1,1,1,1, ,1, ,1,0,1,0,0,0,0,0,0,1, ,1, , , ,1, , ,2,2,2,2,2,3,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0, ,-1,-1,2,2,3, ,2,2,1,2,1,1,1,-1,4,4,4,3,2,3,13,6,2, ,3,1, , , , , , , , ,1,5,983910,1,1,1,3,19,2,2,1,2,3,1,3,5,1,4,1,93,3,2,1,9,0.3651
R_5mIPv6yDBGlOgVP,1,2,2,2,4,3,1,1,2,2,4,1,1,1,2,2,2,2,3,2,3,2,4,4,5,6,4,5,7,3,7,4,5,4,7, , , , , , , , ,4,1,3, ,1,-1,1, ,1, ,1,1,2,1,2,1,2,1,1,1, ,1,1, ,2,2,2,2,2, , , , ,2,2,2,2,2,2,1, , ,3,1,1,3,1,1,1, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,2,1, , , ,-1,2,1,-1,2,-1,2,0,1,1,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,1, ,2,2,2,2,1,3,3,1,3,4,4,2,2,3,13,6,1,1, , , , , , , , , , ,1,1,984354,8,1,1,3,20,2,2,4,1,3,1,6,5,1,1,2,21,2,2,1,2,0.7481
R_3Uc3zmQzLTesIH7, ,1,2,1,1,-1,1,1,1,1,1,1,1,-1,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,3,1,1,3,3,7, , , , , , , , ,3,1,2, ,3,2,2, ,3, ,1,1,1,1,3,2,2,4,3,3, ,3,4, ,2,1,2,3,3, , , , ,3,3,3,3,3,3,3, , ,5,1,2,2,-1,-1,-1, ,-1, ,0,0,0,0,0,0,0,1, ,-1, ,-1,-1,-1, ,-1,-1, , , ,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0, ,2,2,2,2,3, ,2,2,1,2,3,2,3,2,5,5,5,5,5,2,11,2,1,1, , , , , , , , , , ,1,5,990362,1,2,1,1,19,3,3,2,1,4,1,3,5,1,3,1,62,2,4,0,6,0.7186
R_2AGZ2rJ6feP9bXn, ,1,2,2,2,3,2,1,1,2,3,2,2,1,1,3,3,3,3,3,3,2,3,3,4,4,3,3,3,1,1,1,1,-1,5, , , , , , , , ,2,1,2, ,1,3,2, ,2, ,1,2,2,3,1,1,2,2,2,1, ,2,2, ,1,1,3,1,2, , , , ,1,2,1,2,2,2,2, , ,4,2,4,2,1,1,1, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,2, ,2,2, , , ,1,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1,0,0, ,4,3,4,4,3, ,2,2,2,2,1,1,1,2,4,4,4,3,3,3,1,5,3, ,1,3,3, , , , , , , ,1,2,991436,2,1,2,3,19,2,2,4,2,6,1,4,5,1,3,1,74,2,5,1,7,0.3505
R_4kSsJ9QYcTido7w,2,1,2,1,2,2,1,2,2,2,5,1,2,1,2,1,2,2,2,2,2,3,3,3,5,5,4,6, , , , , , , ,5,6,5,6,5,5,4,5,3,1, ,2,2,2, ,2, ,3,1,3,2,1,2,2,2,1,2, ,1, ,2,1,3,2,3, , ,2,2,2,2, , ,2,2,2, , ,1,1,2,1,3,3,2,1, ,1, ,1,0,0,0,0,0,0,0,1,1, ,2, , , ,2, , ,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,1,0,0, ,3,4,3,2,1, ,2,2,1,2,1,1,1,2,2,3,3,2,2,3,13,4,2, ,1,1, , , , , , , , ,1,5,388913,1,4,1,3,20,3,3,3,2,3,1,7,5,1,3,1,54,3,3,0,5,2.7794
R_5fknWPs2bHpP6ed, ,2,2,1,2,3,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,2,7,5,7,7, , , , , , , ,4,7,7,3,3,7,5,3,3,1, ,2,2,1, ,1, ,3,1,1,2,1,2,2,2,1,2, ,3, ,1,1,3,3,4, , ,2,1,2,2, , ,2,2,2, , ,1,2,4,1,4,4,2,2, ,2, ,1,1,0,0,0,0,0,0,0,2, ,1, , , ,2, , ,2,2,1,3,3,2,2,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,4,4,4,2,3, ,2,2,2,2,2,2,2,2,2,3,3,1,2,2,13,6,1,1, , , , , , , , , , ,1,5,931516,1,2,1,1,19,3,3,1,2,5,1,6,5,1,2,1,33,2,4,1,3,0.598
R_5hbDPaJMHuA9byx,1,2,2,1,1,1,5,2,5,1,1,1,3,1,2,4,4,3,3,4,4,4,3,4,4,4,4,4, , , , , , , ,4,4,4,4,4,4,4,4,4,1, ,2,1,2, ,4, ,3,3,3,3,3,3,2,2,3,3, ,3, ,3,3,3,3,5, , ,3,3,3,3, , ,3,3,3, , ,3,3,3,1,1,2,2,2, ,2, ,2,0,0,0,0,0,0,0,1,1, ,2, , , ,1, , ,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,-1,2,2,2,2,3, ,2,2,2,2,1,2,2,1,4,4,4,2,2,1,2,2,2, ,1,1, , , , , , , , ,1,5,207183,1,1,1,3,18,3,3,1,2,4,1,7,5,1,3,1,54,3,4,0,5,1.1202
R_5HdDXvRU2gZI51P,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,3,2,3,3,4,3,6,7,7,7,7,3,5,2,4,6,7, , , , , , , , ,4,1,3, ,2,1,1, ,2, ,1,1,2,1,2,2,2,1,1,1, ,1,1, ,3,2,4,1,1, , , , ,2,2,2,2,2,2,2, , ,3,1,3,4,2,2,2, ,2, ,1,1,0,0,0,0,0,0, ,1, ,1,2,2, ,1,1, , , ,3,2,2,3,1,1,2,0,1,0,0,1,0,0,1,1,0,0,-1,2,3,4,2,2,1,1,2,1,2,1,1,2,1,3,4,3,2,1,2,13,6,1,1, , , , , , , , , , ,1,5,472973,1,6,1,3,18,3,3,5,2,1,1,7,5,1,4,1,93,2,1,0,9,1.3259
R_5wpPeZVoiOtO4Ak, ,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,6,5, , , , , , , ,7,4,5,6,6,5,7,7,2,2, ,2,2,3, ,4, ,3,1,2,3,1,2,2,2,1,2, ,2, ,1,2,2,2,4, , ,2,2,2,3, , ,1,2,2, , ,1,1,3,1,2,3,1,1, ,1, ,1,0,0,0,0,0,0,0,1,2, ,1, , , ,2, , ,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0, ,2,2,2,2,1, ,2,2,1,2,1,1,2,1,2,2,2,1,1,3,13,6,2, ,1,3, , , , , , , , ,1,5,994039,1,1,1,3,20,3,3,1,1,5,1,7,5,1,2,1,42,3,3,2,4,0.8579
R_5wQZfGqpX8piWOx, ,1,2,1,2,2,3,3,2,1,2,1,2,2,3,3,2,2,2,2,3,3,3,3,5,6,5,5,3,5,3,6,6,5,4, , , , , , , , ,4,2,2, ,1,3,2, ,2, ,1,2,2,3,2,1,1,3,1,2, ,1,1, ,1,2,2,3,2, , , , ,2,2,3,2,2,2,2, , ,3,1,1,2,1,1,2, ,1, ,0,1,0,0,0,0,0,0, ,1, ,2,2,1, ,2,2, , , ,2,3,2,2,1,3,2,1,0,0,0,0,0,0,1,1,0,0, ,3,2,2,1,3, ,2,2,1,2,1,1,2,1,4,3,3,3,2,1,2,1,2, ,1,1, , , , , , , , ,1,5,994371,1,1,1,3,19,3,3,5,2,5,1,7,5,1,3,1,74,3,4,1,7,1.4829
R_5tkMbIj73sSGqu5,1,1,2,1,2,5,3,4,2,2,5,1,2,1,3,2,2,2,2,3,2,3,2,4,6,6,6,6,6,6,6,6,6,6,6, , , , , , , , ,3,2,3, ,2,3,2, ,2, ,1,3,3,3,3,1,2,3,1,1, ,3,3, ,2,2,5,2,2, , , , ,2,2,2,2,2,2,2, , ,3,2,3,1,2,2,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,2,2, , , ,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,-1,4,4,4,4,3, ,2,2,2,2,1,2,3,1,3,3,3,3,2,2,13,6,3, ,3,3,1, , , , , , , ,1,2,937956,8,1,1,1,19,3,3,4,2,4,2,7,5,1,4,1,93,3,3,1,9,1.3631
R_5VpwLtFFLSsx2es,1,1,2,1,1,1,1,1,1,2,5,1,1,1,4,1,4,1,4,1,4,4,4,4,1,7,4,4,4,1,7,1,1,1,7, , , , , , , , ,1,1,4, ,1,1,1, ,1, ,1,1,1,1,1,2,2,1,1,1, ,1,1, ,5,3,5,1,1, , , , ,3,3,3,3,3,3,1, , ,5,5,5,5,2,2,2, ,1, ,1,0,0,0,0,0,0,0, ,1, ,2,1,1, ,1,1, , , ,1,1,1,1,1,1,2,0,0,1,0,0,0,1,0,1,0,0,-1,1,1,1,1,3, ,1,1,1,1,3,2,2,2,4,4,3,3,3,3,13,5,3, ,1,1,3, , , , , , , ,1,5,659427,1,6,1,3,18,2,2,5,2,3,3,4,5,1,3,2,56,3,3,0,5,0.7941
R_70Mr4wFTEoDlaMz,1,2,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,3,4,3, , , , , , , ,4,2,4,4,3,4,5,3,2,1, ,1,1,2, ,1, ,3,3,3,3,3,3,1,1,4,4, ,2, ,5,5,3,3,5, , ,-1,3,2,2, , ,-1,3,3, , ,2,3,2,3,2,1,1,1, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,1, , ,1,2,1,2,1,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,1,-1,4,4,3,2,1, ,1,2,1,1,3,2,3,1,3,2,3,2,3,1,2,4,-1, , , , , , , , , , , , ,5,995601,1,1,1,2,18,1,1,1,1,5,1,2,5,1,3,1,55,3,4,1,5,1.6917
R_5qUQGwUxZRqYOpH, ,1,1,2,4,3,1,3,1,1,1,3,1,1,2,4,3,3,3,3,1,4,4,3,7,4,1,1,7,1,1,2,2,2,7, , , , , , , , ,4,1,2, ,1,2,1, ,3, ,1,1,2,1,2,2,2,1,1,1, ,2,1, ,2,2,3,1,2, , , , ,2,2,1,2,2,2,1, , ,3,1,2,2,2,2,2, ,2, ,0,0,0,0,0,0,0,1, ,1, ,2,2,2, ,1,1, , , ,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,3, ,2,2,2,2,1,2,3,2,3,3,3,3,3,2,1,4,1,1, , , , , , , , , , ,1,5,995645,1,1,1,3,20,3,3,1,2,3,1,6,5,1,1,1,23,2,3,0,2,0.2483
R_7uRXzSwhXClN3ln,1,2,2,1,1,1,2,2,3,2,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,6,5,3,5,3,3,5,6, , , , , , , , ,3,1,3, ,2,2,2, ,2, ,1,2,2,2,2,1,2,2,2,2, ,2,2, ,3,2,3,3,2, , , , ,2,2,2,2,2,2,1, , ,3,2,2,5,1,1,1, ,1, ,1,0,0,0,0,0,0,0, ,1, ,2,2,2, ,2,2, , , ,3,3,4,4,2,2,2,0,1,1,0,0,0,0,0,0,0,0,-1,3,3,2,3,3,1,2,2,2,2,1,1,2,2,3,4,2,3,2,2,1,2,1,1, , , , , , , , , , ,1,2,995812,8,1,1,3,20,2,2,4,1,4,1,6,5,1,1,1,23,2,4,0,2,0.7481
R_8sjfoGy41sawuk7, ,1,1,1,2,1,1,3,3,2,5,3,3,1,2,1,1,1,1,1,1,1,1,1,5,6,7,6, , , , , , , ,7,-1,-1,6,6,7,5,6,2,1, ,1,2,4, ,4, ,2,1,1,3,3,2,-1,2,1,1, ,1, ,2,2,3,1,3, , ,3,3,1,1, , ,3,3,3, , ,1,1,5,2,5,5,2,2, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,1, , ,2,2,2,2,2,2,2,2,3,4,0,1,1,0,0,0,1,1,1,0,0, ,3,4,3,3,3, ,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,6,1,1, , , , , , , , , , ,1,2,996135,2,1,2,1,21,3,3,4,1,3,3,2,5,1,2,2,34,2,3,0,3,0.5086
R_1Ne7SM3yZ3exd1G, ,1,2,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,2,2,3,1,3,2,5,4,5,4, , , , , , , ,4,5,5,5,4,5,5,3,4,1, ,1,1,2, ,4, ,4,3,3,3,1,2,2,2,1,1, ,1, ,1,1,3,2,4, , ,2,2,2,2, , ,1,2,2, , ,1,1,3,1,4,4,2,2, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,2,3,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,1, ,3,4,3,4,3, ,2,2,2,2,1,2,2,1,2,4,3,3,2,2,13,6,2, ,1,1, , , , , , , , ,1,5,996315,1,1,1,3,21,3,3,1,1,3,1,3,5,1,3,1,59,3,3,0,5,0.724
R_2j1UMba6w0gGkLv, ,1,2,1,3,3,1,1,1,1,3,1,1,1,1,3,3,3,3,3,2,3,3,3,7,5,6,5, , , , , , , ,3,6,5,1,1,6,5,2,3,1, ,2,1,3, ,1, ,2,1,3,3,1,3,2,2,2,2, ,1, ,2,2,2,2,3, , ,2,2,2,1, , ,1,3,3, , ,1,1,3,1,4,5,1,1, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1, ,3,4,4,3,1, ,2,1,1,1,2,2,2,1,4,3,2,5,2,3,2,5,2, ,1,3, , , , , , , , ,1,5,996624,1,1,1,3,20,3,3,1,1,4,1,7,5,1,2,1,35,3,4,0,3,0.4512
R_2kGqpeP590StviY,3,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,3,2,6,5,3,4,6,4,4,3,4,4,5, , , , , , , , ,2,1,3, ,2,3,2, ,2, ,1,2,2,1,2,1,2,2,2,2, ,2,2, ,3,1,2,1,1, , , , ,2,2,1,2,2,2,2, , ,4,2,2,2,2,2,2, ,1, ,1,0,0,0,0,1,0,0, ,1, ,2,2,2, ,2,2, , , ,2,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0, ,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,13,4,2, ,1,3, , , , , , , , ,1,5,997041,1,1,1,3,23,4,4,1,2,2,3,3,5,1,1,2,14,3,2,0,1,0.685
R_8GTdX4wMn5undbu, ,1,2,1,3,1,1,1,1,1,4,1,1,1,1,2,3,3,3,3,1,3,4,3,3,3,3,4, , , , , , , ,2,5,5,2,2,5,2,3,3,1, ,1,1,2, ,1, ,3,1,3,3,1,2,1,2,1,1, ,2, ,1,1,2,3,4, , ,2,2,2,3, , ,3,2,2, , ,1,3,5,5,2,5,2,2, ,1, ,2,0,0,0,0,0,0,0,1,2, ,1, , , ,2, , ,2,2,2,2,2,3,2,1,2,3,0,0,0,0,0,1,0,1,0,0,0, ,1,2,2,2,3, ,2,2,2,2,3,3,3,2,3,4,3,3,2,3,13,6,1,1, , , , , , , , , , ,1,5,997077,1,1,1,3,23,3,3,1,1,6,1,6,5,1,1,1,16,2,4,2,1,1.1158
R_18o6w8B00ywFewh, ,1,2,1,1,1,1,3,1,1,3,1,1,1,2,3,3,3,2,3,2,1,3,3,5,7,3,3, , , , , , , ,6,2,7,6,6,6,6,6,4,1, ,2,2,3, ,1, ,3,3,3,3,3,3,2,2,1,1, ,1, ,1,1,1,1,5, , ,1,1,2,1, , ,1,2,1, , ,1,1,2,2,1,2,1,1, ,2, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,1, , ,2,2,2,3,3,2,3,2,3,2,0,0,0,1,0,0,0,0,0,0,0, ,2,2,2,2,1, ,2,2,2,2,2,2,2,1,4,4,4,3,2,3,13,5,1,1, , , , , , , , , , ,1,5,997141,1,1,1,3,22,3,3,3,2,3,1,6,5,1,2,1,33,2,3,0,3,0.5113
R_2sRWVfP8xG083lE, ,2,2,1,1,1,1,2,1,1,3,2,1,1,2,2,3,2,2,3,2,2,2,3,6,5,4,4,6,6,4,6,6,6,4, , , , , , , , ,3,1,2, ,1,3,1, ,1, ,1,3,3,1,3,2,2,1,2,1, ,2,1, ,2,2,3,1,2, , , , ,2,2,2,2,2,2,1, , ,3,1,4,4,1,1,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,1, ,1,1, , , ,2,2,3,3,1,2,2,1,0,1,1,0,0,0,0,0,0,0, ,4,4,4,4,3, ,2,2,2,2,1,1,2,1,2,2,2,2,2,2,13,5,2, ,1,1, , , , , , , , ,1,5,1012024,1,1,1,1,20,3,3,1,1,3,1,7,5,1,1,1,23,3,3,0,2,0.744
R_3qW9ol6WhqSbPQl, ,1,2,1,3,2,3,4,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,3,6,7,6,5,6,4,4,6,5,5,6, , , , , , , , ,4,2,3, ,1,3,1, ,2, ,1,2,3,1,3,1,1,1,2,1, ,2,1, ,2,2,3,3,2, , , , ,2,2,1,3,3,1,2, , ,2,2,5,5,1,1,2, ,1, ,0,0,0,0,0,0,0,1, ,2, ,2,2,2, ,2,2, , , ,2,2,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1, ,4,3,3,3,3, ,2,2,2,2,1,2,2,1,2,3,3,2,2,6,13,6,1,1, , , , , , , , , , ,1,5,1012037,1,1,1,3,22,3,3,1,1,5,1,6,5,1,3,1,59,2,3,2,5,0.7997
R_579Gj0mQxm7vxM7, ,1,1,1,2,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,5,4,4,5, , , , , , , ,4,4,4,4,4,5,4,4,3,1, ,2,2,3, ,2, ,2,3,3,3,3,3,1,1,2,2, ,2, ,2,2,2,3,2, , ,3,3,3,3, , ,3,3,3, , ,1,3,5,5,5,5,1,2, ,2, ,1,0,0,0,0,0,0,0,1,2, ,1, , , ,2, , ,2,2,2,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,1, ,2,2,2,2,3,3,3,2,3,3,3,2,2,6,1,6,2, ,3,1, , , , , , , , ,1,5,1012354,1,1,1,3,19,3,3,1,2,4,1,5,5,1,4,2,93,2,4,0,9,0.9834
R_7eEFAnQH8aZYrAh, ,1,2,1,2,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,6,5,4,6, , , , , , , ,1,7,4,1,1,7,3,1,4,1, ,1,1,2, ,3, ,4,1,2,3,1,2,2,2,1,1, ,1, ,1,4,2,2,4, , ,2,1,1,1, , ,2,2,2, , ,2,1,4,1,4,4,2,1, ,1, ,1,1,0,0,0,0,0,0,0,1, ,1, , , ,1, , ,2,2,1,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1, ,4,4,4,2,3, ,2,2,2,2,3,2,2,1,3,3,1,1,1,2,2,4,1,1, , , , , , , , , , ,1,5,1012372,1,1,1,2,19,3,3,1,2,4,1,5,5,1,2,1,34,3,4,0,3,0.2514
